"SOURCE_FAMILY","AUTHORITY_ROLE","CATEGORY","FILE_NAME","FULL_PATH","SIZE_BYTES","EXACT_AUTHORITY_ANCHOR"
"F1","FINAL_AUTHORITY_ROOT","AUTHORITY_RECORD","README_F1_FINAL.txt","C:\RSOS\F1_FINAL_LOCAL\F1_FINAL_FREEZE\README_F1_FINAL.txt","757","False"
"F1","FINAL_AUTHORITY_ROOT","RELATIONAL_TOPOLOGICAL","F1_DEV_R4_V12_GRAPH_CALIBRATION_COMPLETE.zip","C:\RSOS\F1_FINAL_LOCAL\F1_FINAL_FREEZE\01_FROZEN_EVIDENCE_ARCHIVES\F1_DEV_R4_V12_GRAPH_CALIBRATION_COMPLETE.zip","382917","False"
"F1","FINAL_AUTHORITY_ROOT","RELATIONAL_TOPOLOGICAL","F1_DEV_R5_V12_SPECIFICITY_OPERATOR_COMPLETE.zip","C:\RSOS\F1_FINAL_LOCAL\F1_FINAL_FREEZE\01_FROZEN_EVIDENCE_ARCHIVES\F1_DEV_R5_V12_SPECIFICITY_OPERATOR_COMPLETE.zip","1081086","False"
"F2","CORRECTED_EXTERNAL_RARITY_AUTHORITY","RELATIONAL_TOPOLOGICAL","F2_B_SUMMARY.json","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_B_EXTERNAL_POPULATION_PARQUET\WF1_B_FINAL_AUTHORITY_R3\07_AUDIT\F2_B_SUMMARY.json","1827","True"
"F2","DETERMINISTIC_REPRESENTATION_AUTHORITY","STRUCTURAL_REPRESENTATION","F2_BR2_DETERMINISTIC_CORPUS_FINGERPRINT_REFREEZE_COMPLETE.zip","C:\RSOS\Training data\F2_BR2_DETERMINISTIC_CORPUS_FINGERPRINT_REFREEZE_COMPLETE.zip","807452","True"
"V11","CLEAN_REPAIRED_AUTHORITY","AUTHORITY_RECORD","16_FINAL_SUMMARY.json","C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\16_FINAL_SUMMARY.json","20734","False"
"V11","CLEAN_REPAIRED_AUTHORITY","OTHER_ELIGIBLE","00_RUNNER_SHA256.txt","C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\00_RUNNER_SHA256.txt","66","False"
"V11","CLEAN_REPAIRED_AUTHORITY","OTHER_ELIGIBLE","00A_VALID_TEXT_COMPLETENESS.json","C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\00A_VALID_TEXT_COMPLETENESS.json","319","False"
"V11","CLEAN_REPAIRED_AUTHORITY","OTHER_ELIGIBLE","01_RAW_RESPONSES.jsonl","C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\01_RAW_RESPONSES.jsonl","12484086","False"
"V11","CLEAN_REPAIRED_AUTHORITY","OTHER_ELIGIBLE","03_FROZEN_SPECIFICATION.json","C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\03_FROZEN_SPECIFICATION.json","3442","False"
"V11","CLEAN_REPAIRED_AUTHORITY","OTHER_ELIGIBLE","04_FROZEN_SPECIFICATION_SHA256.txt","C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\04_FROZEN_SPECIFICATION_SHA256.txt","66","False"
"V11","CLEAN_REPAIRED_AUTHORITY","OTHER_ELIGIBLE","05_FROZEN_PROMPTS.csv","C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\05_FROZEN_PROMPTS.csv","2206537","False"
"V11","CLEAN_REPAIRED_AUTHORITY","OTHER_ELIGIBLE","08_CONDITION_RESULTS.csv","C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\08_CONDITION_RESULTS.csv","1794","False"
"V11","CLEAN_REPAIRED_AUTHORITY","OTHER_ELIGIBLE","10_SPLIT_REPLICATION.csv","C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\10_SPLIT_REPLICATION.csv","967","False"
"V11","CLEAN_REPAIRED_AUTHORITY","OTHER_ELIGIBLE","13_TOKEN_LATENCY_EFFECTS.csv","C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\13_TOKEN_LATENCY_EFFECTS.csv","1383","False"
"V11","CLEAN_REPAIRED_AUTHORITY","OTHER_ELIGIBLE","14_ABLATION_GRADIENT.csv","C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\14_ABLATION_GRADIENT.csv","475","False"
"V11","CLEAN_REPAIRED_AUTHORITY","OTHER_ELIGIBLE","15_MISSING_CELLS.csv","C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\15_MISSING_CELLS.csv","29","False"
"V11","CLEAN_REPAIRED_AUTHORITY","STRUCTURAL_REPRESENTATION","06_RESPONSE_FEATURE_VECTOR.csv","C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\06_RESPONSE_FEATURE_VECTOR.csv","2193136","False"
"V11","CLEAN_REPAIRED_AUTHORITY","STRUCTURAL_REPRESENTATION","07_SEED_LEVEL_VECTOR.csv","C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\07_SEED_LEVEL_VECTOR.csv","320144","False"
"V11","CLEAN_REPAIRED_AUTHORITY","STRUCTURAL_REPRESENTATION","09_COORDINATE_CONTRASTS.csv","C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\09_COORDINATE_CONTRASTS.csv","2163","False"
"V11","CLEAN_REPAIRED_AUTHORITY","STRUCTURAL_REPRESENTATION","11_FINGERPRINT_CLASSIFIER.csv","C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\11_FINGERPRINT_CLASSIFIER.csv","197","False"
"V11","CLEAN_REPAIRED_AUTHORITY","TEMPORAL_METADATA","12_HELDOUT_GENERALIZATION.csv","C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\12_HELDOUT_GENERALIZATION.csv","104","False"
"V12","FINAL_FREEZE_ROOT","AUTHORITY_RECORD","00_V12_FREEZE_RECORD.txt","C:\RSOS\V12_FINAL_FREEZE\00_V12_FREEZE_RECORD.txt","969","False"
"V12","FINAL_FREEZE_ROOT","AUTHORITY_RECORD","15_MISSING_CELLS.csv","C:\RSOS\V12_FINAL_FREEZE\15_MISSING_CELLS.csv","93","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","WF1_A_COMPLETE_DIRECTORY_TREE.txt","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\00_CONTROL\WF1_A_COMPLETE_DIRECTORY_TREE.txt","29218","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","WF1_A_FINAL_ENDPOINT_AUDIT_FULL_20260913_235758.txt","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_FINAL_ENDPOINT_AUDIT_20260913_235758\WF1_A_FINAL_ENDPOINT_AUDIT_FULL_20260913_235758.txt","548364","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","WF1_A_R1_COLLECTION_CLOSED_20260913_231818.zip","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818.zip","50599","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","00_FINAL_COMPLETENESS.json","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\00_FINAL_COMPLETENESS.json","233","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","01_FINAL_PERSISTENT_MISSING_CELLS.csv","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\01_FINAL_PERSISTENT_MISSING_CELLS.csv","657","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","03_FULL_ERROR_HISTORY.jsonl","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\03_FULL_ERROR_HISTORY.jsonl","228410","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","04_PERSISTENT_RESIDUE_FAILURE_AUDIT.csv","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\04_PERSISTENT_RESIDUE_FAILURE_AUDIT.csv","2674","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","05_COLLECTION_CLOSE_RECORD.txt","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\05_COLLECTION_CLOSE_RECORD.txt","1900","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","06_FINAL_SOURCE_TREE_SHA256.csv","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\06_FINAL_SOURCE_TREE_SHA256.csv","13545","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","07_COLLECTION_FREEZE_SHA256.csv","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\07_COLLECTION_FREEZE_SHA256.csv","787","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020.zip","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020.zip","19196","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","01_PERSISTENT_RESIDUE.csv","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\01_PERSISTENT_RESIDUE.csv","2191","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","02_MISSINGNESS_BY_CONDITION.csv","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\02_MISSINGNESS_BY_CONDITION.csv","1725","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","03_MISSINGNESS_BY_SEED.csv","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\03_MISSINGNESS_BY_SEED.csv","1897","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","04_MISSINGNESS_BY_REP.csv","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\04_MISSINGNESS_BY_REP.csv","170","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","05_SEED_CONDITION_REPLICATE_CLUSTERS.csv","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\05_SEED_CONDITION_REPLICATE_CLUSTERS.csv","71894","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","06_S1_MISSINGNESS_SUMMARY.json","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\06_S1_MISSINGNESS_SUMMARY.json","2304","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","07_S1_HUMAN_READABLE_REPORT.txt","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\07_S1_HUMAN_READABLE_REPORT.txt","3864","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","08_S1_SHA256_MANIFEST.csv","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\08_S1_SHA256_MANIFEST.csv","838","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429.zip","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429.zip","800576","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","01_SCENARIO_SEED_COUNTS.csv","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\01_SCENARIO_SEED_COUNTS.csv","134","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","02_MISSINGNESS_PRIMARY_IMPACT_MAP.csv","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\02_MISSINGNESS_PRIMARY_IMPACT_MAP.csv","1094","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","03_S2_OUTCOME_COMPARISON.csv","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\03_S2_OUTCOME_COMPARISON.csv","878","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","04_S2_ROBUSTNESS_ADJUDICATION.json","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\04_S2_ROBUSTNESS_ADJUDICATION.json","1896","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","05_S2_HUMAN_READABLE_REPORT.txt","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\05_S2_HUMAN_READABLE_REPORT.txt","2542","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","06_S2_SHA256_MANIFEST.csv","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\06_S2_SHA256_MANIFEST.csv","5157","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","00_SENSITIVITY_SCENARIO_METADATA.json","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\00_SENSITIVITY_SCENARIO_METADATA.json","1402","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","06_RESPONSE_GRAPH_FEATURES.csv","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\06_RESPONSE_GRAPH_FEATURES.csv","2017306","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","07_SEED_LEVEL_GRAPH_VECTOR.csv","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\07_SEED_LEVEL_GRAPH_VECTOR.csv","737029","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","08_CONDITION_RESULTS.csv","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\08_CONDITION_RESULTS.csv","26777","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","09_PRIMARY_CONTRASTS.csv","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\09_PRIMARY_CONTRASTS.csv","4199","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","10_SPLIT_REPLICATION.csv","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\10_SPLIT_REPLICATION.csv","3229","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","11_GRAPH_CLASSIFIERS.csv","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\11_GRAPH_CLASSIFIERS.csv","363","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","12_SURFACE_INVARIANCE_TESTS.csv","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\12_SURFACE_INVARIANCE_TESTS.csv","1321","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","16_FINAL_SUMMARY.json","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\16_FINAL_SUMMARY.json","1674","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","21_DEVELOPMENT_DISTANCE_SCALES.csv","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\21_DEVELOPMENT_DISTANCE_SCALES.csv","964","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","21A_DEVELOPMENT_PRECISION_MATRIX.csv","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\21A_DEVELOPMENT_PRECISION_MATRIX.csv","6069","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","21B_DISTANCE_MODEL.json","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\21B_DISTANCE_MODEL.json","186","False"
"WF1-A","CORRECTIVE_EXPERIMENT_ROOT","RELATIONAL_TOPOLOGICAL","22_DISTANCE_FROM_AUTHENTIC.csv","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\22_DISTANCE_FROM_AUTHENTIC.csv","143809","False"
