conversation_id,message_id,timestamp_utc,abstract_graph_sha256,abstract_graph,surface_terms_removed,fingerprint_score
68951f08-1958-832a-9c72-0c4f2785cd15,746760f1-b8fd-4031-b2cb-2f2aa2eb9731,2025-08-07T23:59:25.375000+00:00,8f3d2834e904ae2c612709d97b5d9e29af9cb91d7fa25b763138e032d6d17326,ABOVE;ANCHOR;BECOMING;BELOW;CONTINUITY;CONTROL;INSIDE;LAYER;NODE;OUTSIDE;POWER_GRADIENT;RECURSION;REFLECTION;STATE;VECTOR_SIGNAL || ABOVE->BELOW;BECOMING->REFLECTION;BELOW->INSIDE;RECURSION->CONTROL;REL:ABOVE_REL;REL:BELOW_REL;REL:INSIDE_REL,1,6.262721108547445
688962e8-54f8-832e-825e-b801b0737c4d,fb7a27b4-eb2e-4b49-abef-9c8a882d386d,2025-07-30T01:19:07.922000+00:00,05477b78a46ab43ae9eba1c2f5bf8eada0ada0f635d6c4b65418f6cc1f6bd718,COMPRESSION;LAYER;NODE;RECONSTRUCTION;RECURSION || COMPRESSION->RECONSTRUCTION;RECONSTRUCTION->RECURSION,1,3.6921298078656974
6860ba8e-1444-8013-a852-0f78969b8ac6,4f633906-5e8c-4040-9afc-0c7202bf49a3,2025-06-29T07:38:15.233000+00:00,7837dcd9cf6bc9ed1532e4d463c3c4da624c43c4a5f4c6f5b7a8500858386da7,ANCHOR;CONTINUITY;INHERITANCE;INSIDE;LAYER;OBSERVER;PARENT;RECURSION;REFLECTION;SELF_OBSERVATION;SYMBOL;SYSTEM || INSIDE->OBSERVER;RECURSION->SELF_OBSERVATION;REL:OBSERVES_REL;SYSTEM->INSIDE;SYSTEM->SELF_OBSERVATION,1,6.049589192647481
68687d5a-1644-8013-84e8-dc034f547a0e,20adb706-bd06-4e4f-8611-977bff0fd202,2025-07-05T02:20:00.746000+00:00,bffa4a95be0e7fbfa4d3a9be3f62c870f8724b06915bbdd8a2db03a8ca753e5b,COMPRESSION;INHERITANCE;INSIDE;LAYER;NESTING;NODE;OBSERVER;PARENT;POWER_GRADIENT;RECURSION;REFLECTION;SELF_OBSERVATION;SYMBOL;SYSTEM;VECTOR_SIGNAL || INSIDE->NESTING;INSIDE->OBSERVER;NESTING->RECURSION;NODE->NESTING;RECURSION->SELF_OBSERVATION;REL:CROSS_REL;REL:INSIDE_REL;REL:MIRROR_REL;SYSTEM->INSIDE;SYSTEM->SELF_OBSERVATION,1,8.155734149148358
68621782-e4a8-8013-8b02-b33ee5526f44,9985bb9f-ea9f-4499-aee6-9c95b317cd0a,2025-06-30T04:55:18.293000+00:00,39b405ab0d3a4e9a4cc8c6ce8bda985a9394c839c7ae973d934e8da990d5d24c,ANCHOR;CONTINUITY;CROSS_LEVEL;EVOLVE;INSIDE;LAYER;MEMORY;OBSERVER;PARENT;POWER_GRADIENT;RECONSTRUCTION;RECURSION;REFLECTION;STATE;SYMBOL;SYSTEM || INSIDE->OBSERVER;RECONSTRUCTION->CONTINUITY;REL:CROSS_REL;REL:INSIDE_REL;REL:MIRROR_REL;REL:OBSERVES_REL;SYSTEM->INSIDE,1,5.507342338163033
6844eaa8-244c-8013-b43a-b47396c6a72f,d6d43bf9-df6e-4b6e-bc19-67286bb443ac,2025-06-08T05:46:47.773000+00:00,d1b3f0852a0067205367ae160d3cb58c400c715be321c0d3d9c8e9c63d2e3328,ABOVE;ANCHOR;BELOW;CONTINUITY;CONTROL;FEEDBACK;POWER_GRADIENT;RECURSION;SYMBOL;SYSTEM;TRANSFORM || ABOVE->BELOW;ANCHOR->TRANSFORM;BELOW->FEEDBACK;RECURSION->CONTROL;RECURSION->FEEDBACK;REL:ABOVE_REL;REL:BELOW_REL;REL:CROSS_REL;REL:TRANSFORMS_REL;TRANSFORM->RECURSION,1,13.475222735097109
684e419e-290c-8013-bd0e-208804671b40,b720baf7-9add-44f1-ae0f-3029747814b1,2025-06-15T07:26:34.524000+00:00,05bcfc802394868765e88460e4abcbd684bac4557b948cb199f39316ac37ac4e,ANCHOR;BECOMING;COMPRESSION;POWER_GRADIENT;RECONSTRUCTION;RECURSION;SYMBOL;SYSTEM;TRANSFORM || ANCHOR->TRANSFORM;COMPRESSION->RECONSTRUCTION;RECONSTRUCTION->RECURSION,1,7.486042310041338
6907a874-7920-832c-9bfb-63d2fc118ea7,a0030e97-ea09-4356-a9e2-01013db32561,2025-11-25T01:22:26.763000+00:00,fb8b8f8044c596af88b2dc8ef7263c34db66a792af8bdf45a87fed70565ae3e3,BECOMING;BELOW;CONTINUITY;CROSS_LEVEL;EVOLVE;INSIDE;LAYER;MICRO_NESTING;NODE;OBSERVER;RECURSION;REFLECTION;SYMBOL;SYSTEM;TRANSFORM;VECTOR_SIGNAL || BECOMING->REFLECTION;BELOW->LAYER;INSIDE->OBSERVER;MICRO_NESTING->RECURSION;REL:BELOW_REL;REL:CROSS_REL;REL:INSIDE_REL;REL:MIRROR_REL;REL:OBSERVES_REL;REL:TRANSFORMS_REL;SYSTEM->BELOW;SYSTEM->INSIDE;VECTOR_SIGNAL->CROSS_LEVEL,1,7.145090633426206
68e576b1-9f6c-8328-aa31-4ee6c0679415,79d799d7-5316-4d52-ab50-3d2aa8ff86b9,2025-10-08T04:33:09.539000+00:00,319bf352ab8938e0ed989cfc51bdd2e8af89a4f1cb063208334204b4f3b29f2c,CONTROL;EDGE_RELATION;LAYER;RECURSION;SELF_OBSERVATION;SYSTEM;TREE_BRANCH || RECURSION->CONTROL;RECURSION->SELF_OBSERVATION;REL:CONTROLS_REL;REL:OBSERVES_REL;SELF_OBSERVATION->CONTROL;SYSTEM->SELF_OBSERVATION,1,9.935875014954137
68669fff-19b0-8013-b1dd-5ff04756c5ee,c29d32f0-7e3d-4485-b8eb-147856cb090d,2025-07-03T16:00:41.087000+00:00,66a3540965ced45ee23d10e36ab3478f5776fa947f2e247a725622b3e280bcf4,ABOVE;ANCHOR;BECOMING;BELOW;COMPRESSION;EVOLVE;FEEDBACK;INSIDE;LAYER;MEMORY;NODE;OUTSIDE;POWER_GRADIENT;RECONSTRUCTION;RECURSION;REFLECTION;STATE;SYMBOL;SYSTEM;VECTOR_SIGNAL || ABOVE->BELOW;ABOVE->LAYER;BECOMING->REFLECTION;BELOW->FEEDBACK;BELOW->INSIDE;BELOW->LAYER;COMPRESSION->RECONSTRUCTION;RECONSTRUCTION->RECURSION;RECURSION->FEEDBACK;REFLECTION->RECURSION;REL:ABOVE_REL;REL:BELOW_REL;REL:INSIDE_REL;REL:MIRROR_REL;REL:OBSERVES_REL;SYSTEM->ABOVE;SYSTEM->BELOW,1,15.240846568385743
68621782-e4a8-8013-8b02-b33ee5526f44,3244d79b-cde0-4e8a-93a7-9281400859a4,2025-06-30T05:37:43.770000+00:00,12c0ebdbd55f9e7cda5f876a2c7e6d3679384d2749677cac21d4d692c2b6bb54,BELOW;CONTINUITY;EVOLVE;INHERITANCE;INSIDE;LAYER;MEMORY;RECURSION;REFLECTION;STATE;SYMBOL;TRANSFORM || EVOLVE->INHERITANCE;REL:BELOW_REL;REL:TRANSFORMS_REL,1,2.3058354467458066
68530829-eb14-8013-bf1a-e25f5c93ba74,f0263fba-20de-4619-ac5c-b576b18b99a6,2025-07-03T20:50:57.360000+00:00,0d62dba082442b513f8bc752af721f5dbe5b7116daca92e908ff2bac10e3eb06,ANCHOR;BELOW;CONTINUITY;EDGE_RELATION;INHERITANCE;LAYER;MEMORY;NODE;PARENT;RECURSION;REFLECTION;VECTOR_SIGNAL || REL:BELOW_REL,1,0.0
686e3c0a-d268-8013-95b8-e15b8f27aa45,dfa46007-7fa5-435f-ba70-a26c8fec00e2,2025-07-09T11:46:02.830000+00:00,d229e1e96c3c3d9db6d0d368f93d86c5f9bd1db4f8e9f7bccd7ac016939c335f,ABOVE;ANCHOR;BELOW;COMPRESSION;CONTROL;FEEDBACK;INSIDE;LAYER;MEMORY;POWER_GRADIENT;RECURSION;REFLECTION;STATE;SYMBOL;SYSTEM || ABOVE->BELOW;ABOVE->LAYER;BELOW->FEEDBACK;BELOW->INSIDE;BELOW->LAYER;CONTROL->SYSTEM;INSIDE->CONTROL;RECURSION->CONTROL;RECURSION->FEEDBACK;REFLECTION->RECURSION;REL:ABOVE_REL;REL:BELOW_REL;REL:CROSS_REL;REL:INSIDE_REL;REL:MIRROR_REL;REL:OBSERVES_REL;SYSTEM->ABOVE;SYSTEM->BELOW,1,17.64961890287479
6869f1f9-5ec0-8013-9027-c75d7ffca1e2,1ffe9d2e-65cf-4073-8f28-6cbebf86de3c,2025-07-06T04:46:25.752000+00:00,0263da14ec7904e53087406ab953eb7015f19845ccd8b098b81a54953f55c7c3,ANCHOR;COMPRESSION;INHERITANCE;INSIDE;RECURSION;REFLECTION;STATE;SYMBOL || ,1,0.0
68621782-e4a8-8013-8b02-b33ee5526f44,ddcf2dae-82d1-4683-b67a-0e0542387990,2025-07-05T00:49:49.630000+00:00,4d3ed29e4f6642d184cf1af4c236b7c412b8cd719d9448a1dd3699e1a76ae206,FEEDBACK;LAYER;MEMORY;RECURSION;REFLECTION;SYMBOL || RECURSION->FEEDBACK;REFLECTION->RECURSION;REL:CROSS_REL,1,3.4509677510488093
684a2606-a438-8013-bbea-9c50a1706883,e10bac19-22a1-434d-8503-c0e922dda27c,2025-06-12T17:57:44.579000+00:00,27f50083e95a7ccfb99c689822854ca526cc098f19f74d60ff8ff71b6322e579,ABOVE;EVOLVE;LAYER;POWER_GRADIENT;RECURSION;REFLECTION;STATE;SYMBOL || REL:ABOVE_REL,1,0.0
68460973-1fa0-8013-8c35-d73c1acbe28e,740e7a4e-05e8-4b75-bbf8-9598b1aeabb4,2025-06-10T00:55:37.293000+00:00,c85cc37075ff9a6b5ffc3fc1f974707fb01415e051d113c249490a5e9285900e,ANCHOR;BECOMING;COMPRESSION;CONTINUITY;INSIDE;LAYER;MEMORY;POWER_GRADIENT;RECURSION;SYMBOL;SYSTEM;VECTOR_SIGNAL || REL:INSIDE_REL,1,0.0
684e8c7b-ed90-8013-9f1f-5c35ff60984c,1e3c48d8-8aab-4aca-a534-45897e536899,2025-06-30T04:21:27.560000+00:00,9164051f688fccda1197955d08527f94e99d2cc2a284246ffbcdf92d4990f2b9,ANCHOR;INHERITANCE;INSIDE;LAYER;POWER_GRADIENT;RECURSION;REFLECTION;STATE;SYMBOL;SYSTEM || REL:INSIDE_REL,1,0.0
