"TYPE","ID","SOURCE_FILE","DESTINATION_FILE","SIZE_BYTES","SHA256","COPY_VERIFIED"
"ACTIVE_EXPERIMENT","WF3_R2","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION_R2\02_INPUTS\POPULATION_EXTERNAL\WF3_V16_CANONICAL_REFERENCE_MANIFEST.csv","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\03_ACTIVE_EXPERIMENTS\WF3_R2\02_INPUTS\POPULATION_EXTERNAL\WF3_V16_CANONICAL_REFERENCE_MANIFEST.csv","1423139","06dace3bbb8833501e257fd1f48a930b73f9dc704735e1a72a7fb452f6f1655c","YES"
"ACTIVE_EXPERIMENT","WF3_R2","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION_R2\02_INPUTS\WF3_MASTER_CANONICAL_REFERENCE_MANIFEST.csv","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\03_ACTIVE_EXPERIMENTS\WF3_R2\02_INPUTS\WF3_MASTER_CANONICAL_REFERENCE_MANIFEST.csv","2887774","0422279a111e702df26f568f560e87f198b32c08ab0fe3a59171c78876f198dc","YES"
"ACTIVE_EXPERIMENT","WF3_R2","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION_R2\03_RUNNER\RUN_WF3_R2_ALL.ps1","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\03_ACTIVE_EXPERIMENTS\WF3_R2\03_RUNNER\RUN_WF3_R2_ALL.ps1","903","a95363cfc170363dd33fa662ca793717fda6d3f2bb496e18d7c4a6bfe1d2ed09","YES"
"ACTIVE_EXPERIMENT","WF3_R2","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION_R2\03_RUNNER\RUN_WF3_R2_V15_GENEALOGY.py","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\03_ACTIVE_EXPERIMENTS\WF3_R2\03_RUNNER\RUN_WF3_R2_V15_GENEALOGY.py","12745","c3c3d37c8009c77d6e9867e9787a221deaa3e21ba253c583797ed4fe609e227b","YES"
"ACTIVE_EXPERIMENT","WF3_R2","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION_R2\03_RUNNER\RUN_WF3_R2_V16_POPULATION.py","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\03_ACTIVE_EXPERIMENTS\WF3_R2\03_RUNNER\RUN_WF3_R2_V16_POPULATION.py","10752","8ee652cff53ba4f8c1b80d51608450d6fdd2ebb5d6993409c837b59c4c718b21","YES"
"ACTIVE_EXPERIMENT","WF3_R2","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION_R2\03_RUNNER\WF3_R2_COMMON.py","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\03_ACTIVE_EXPERIMENTS\WF3_R2\03_RUNNER\WF3_R2_COMMON.py","9056","b58f5408679c13263a18254face7c8c71ef1d0f284c7d522f81d837bb423ccc2","YES"
"ACTIVE_EXPERIMENT","WF3_R2","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION_R2\09_FREEZE\WF3_R2_BOUNDARY1_PREREGISTRATION_SHA256.csv","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\03_ACTIVE_EXPERIMENTS\WF3_R2\09_FREEZE\WF3_R2_BOUNDARY1_PREREGISTRATION_SHA256.csv","935","f3ecb6960edd2b14bd0a58d9d9b0db41c757eeb3edff2da7ddd9d3f0002676b5","YES"
"ACTIVE_EXPERIMENT","WF3_R2","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION_R2\09_FREEZE\WF3_R2_BOUNDARY1_R2_PREREGISTRATION_SHA256.csv","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\03_ACTIVE_EXPERIMENTS\WF3_R2\09_FREEZE\WF3_R2_BOUNDARY1_R2_PREREGISTRATION_SHA256.csv","1060","7378280ac6bd03afea440c34321906730646c4318ac50feadfc93c1af6c245db","YES"
"ACTIVE_EXPERIMENT","WF3_R2","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION_R2\09_FREEZE\WF3_R2_BOUNDARY1_R2_RECORD.json","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\03_ACTIVE_EXPERIMENTS\WF3_R2\09_FREEZE\WF3_R2_BOUNDARY1_R2_RECORD.json","1141","bf9400c989ab8ab377adb48e122148a74262ec42a8e002dfa29e6ef1dd8379f4","YES"
"ACTIVE_EXPERIMENT","WF3_R2","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION_R2\09_FREEZE\WF3_R2_BOUNDARY1_RECORD.json","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\03_ACTIVE_EXPERIMENTS\WF3_R2\09_FREEZE\WF3_R2_BOUNDARY1_RECORD.json","589","bfe71e8879f5c56cceccfa5c53bc03a9e6b129230af51432b30e44b7da42540b","YES"
"ACTIVE_EXPERIMENT","WF3_R2","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION_R2\09_FREEZE\WF3_R2_BOUNDARY2_RECORD.json","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\03_ACTIVE_EXPERIMENTS\WF3_R2\09_FREEZE\WF3_R2_BOUNDARY2_RECORD.json","1169","f3452a3c82f5e437608e44ba743b8b54a747f0de63e7b71447f06f557325de32","YES"
"ACTIVE_EXPERIMENT","WF3_R2","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION_R2\09_FREEZE\WF3_R2_BOUNDARY2_RUNNER_SPEC_SHA256.csv","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\03_ACTIVE_EXPERIMENTS\WF3_R2\09_FREEZE\WF3_R2_BOUNDARY2_RUNNER_SPEC_SHA256.csv","1696","b7d201c063b7dae31ac9771039e29a99507e32e9cc6f9e66550551717f1b223b","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\00_CONTROL\WF3_AUTHORITATIVE_REUSE_ANCHORS.csv","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\00_CONTROL\WF3_AUTHORITATIVE_REUSE_ANCHORS.csv","1846","1c715c5f7d7e174b9e16df121814a9a34de5465ec1b66b85f4b69f2b313caed7","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\00_CONTROL\WF3_AUTHORITATIVE_REUSE_ANCHORS_FINAL.csv","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\00_CONTROL\WF3_AUTHORITATIVE_REUSE_ANCHORS_FINAL.csv","1765","5d544ccf00dfeb2a15d9fdf1c53dc5698e4d5b57a17a15ebd78395088569572e","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\00_CONTROL\WF3_AUTHORITY_EXCLUSION_RULES.csv","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\00_CONTROL\WF3_AUTHORITY_EXCLUSION_RULES.csv","573","fc78c41dd9352cba44eed5361d4665e348cd0889d6ffb5a09104056b0b9f176c","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\00_CONTROL\WF3_AUTHORITY_EXCLUSION_RULES_FINAL.csv","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\00_CONTROL\WF3_AUTHORITY_EXCLUSION_RULES_FINAL.csv","755","c5a9c8d3a50c8c21c30d32c8f81e5398824ce441a9c5c619e0e3e3891ebb3122","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\00_CONTROL\WF3_AUTHORITY_SHORTLIST.csv","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\00_CONTROL\WF3_AUTHORITY_SHORTLIST.csv","25279","1a16e2393f28ca11b4e6df4316b3daa5b18cb70368448b0164a0a05032f951d2","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\00_CONTROL\WF3_BOUNDARY1_ROLE_RESOLUTION.csv","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\00_CONTROL\WF3_BOUNDARY1_ROLE_RESOLUTION.csv","385","48411968b25c49b173f45ded80f98980a09ecad04683b849489aaee3fbc85240","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\00_CONTROL\WF3_PHASE0_CATEGORY_COVERAGE.csv","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\00_CONTROL\WF3_PHASE0_CATEGORY_COVERAGE.csv","568","8bd2e1853c44fe6d9464d779e74703340021271dad7278815410776d1d40890f","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\00_CONTROL\WF3_PHASE0_IMPORTANT_ASSETS.csv","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\00_CONTROL\WF3_PHASE0_IMPORTANT_ASSETS.csv","128472","84fd8a66896dd1f35598ef6b9d1ec22f6704c383acbeb6c9eff0d3efef44d786","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\00_CONTROL\WF3_PHASE0_KNOWN_ROOTS.csv","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\00_CONTROL\WF3_PHASE0_KNOWN_ROOTS.csv","504","5cf1cd37bf0d8f3aefb03ef058b024f55b0f2a2979a5bd8126e1e04674a373bd","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\00_CONTROL\WF3_PHASE0_POPULATION_CANDIDATES.csv","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\00_CONTROL\WF3_PHASE0_POPULATION_CANDIDATES.csv","8484382","e87aa25f41ab2d22d9f73da59b7fc94f7ad37f3f9a0752a7657814108bb45db0","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\00_CONTROL\WF3_PHASE0_REUSE_INVENTORY.csv","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\00_CONTROL\WF3_PHASE0_REUSE_INVENTORY.csv","10800046","bbfed129e8f72816783616a104c8742edfe082386446f195c90a707d9a1d9d71","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\00_CONTROL\WF3_PHASE0_SUMMARY.json","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\00_CONTROL\WF3_PHASE0_SUMMARY.json","5214","fc716a145c256c3bcda868e76aed99fe6215d0cdad4ec523457e96c3b2ab1c39","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\00_CONTROL\WF3_PRELINEAGE_DIRECT_CANDIDATES.csv","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\00_CONTROL\WF3_PRELINEAGE_DIRECT_CANDIDATES.csv","3","f1945cd6c19e56b3c1c78943ef5ec18116907a4ca1efc40a57d48ab1db7adfc5","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\00_CONTROL\WF3_PRELINEAGE_ZIP_CANDIDATES.csv","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\00_CONTROL\WF3_PRELINEAGE_ZIP_CANDIDATES.csv","3","f1945cd6c19e56b3c1c78943ef5ec18116907a4ca1efc40a57d48ab1db7adfc5","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\00_CONTROL\WF3_SAME_AUTHOR_CONTENT_REFERENCES.csv","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\00_CONTROL\WF3_SAME_AUTHOR_CONTENT_REFERENCES.csv","1799","921a940c0d76d7a5c89c72651ae9026e48da869580265abf784db661e1cadae3","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\00_CONTROL\WF3_SAME_AUTHOR_DIRECT_CANDIDATES.csv","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\00_CONTROL\WF3_SAME_AUTHOR_DIRECT_CANDIDATES.csv","3","f1945cd6c19e56b3c1c78943ef5ec18116907a4ca1efc40a57d48ab1db7adfc5","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\00_CONTROL\WF3_SAME_AUTHOR_ZIP_CANDIDATES.csv","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\00_CONTROL\WF3_SAME_AUTHOR_ZIP_CANDIDATES.csv","3","f1945cd6c19e56b3c1c78943ef5ec18116907a4ca1efc40a57d48ab1db7adfc5","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\00_CONTROL\WF3_STATUS.json","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\00_CONTROL\WF3_STATUS.json","281","8b5071f2429884460523ea765f2c6a758edeced4ca251a305f4b1aa504444a7e","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\00_CONTROL\WF3_UPSTREAM_AUTHORITY_FAMILY_SUMMARY.csv","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\00_CONTROL\WF3_UPSTREAM_AUTHORITY_FAMILY_SUMMARY.csv","436","b55dfb367cb05aceb38f02377c8b8fe110ebf001dbeb29c0a17563b70807ee6c","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\00_CONTROL\WF3_UPSTREAM_AUTHORITY_REGISTRY.csv","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\00_CONTROL\WF3_UPSTREAM_AUTHORITY_REGISTRY.csv","163392","cd99c7bb9fd091f9a007bde5df26e4329b641d1ab1d65b595b7d78dc4ec90321","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\01_PROTOCOL\WF3_BOUNDARY1_AUTHORITY_ELIGIBILITY_ADDENDUM.json","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\01_PROTOCOL\WF3_BOUNDARY1_AUTHORITY_ELIGIBILITY_ADDENDUM.json","1340","9954450b0a87fa85ef24ef871742ffa46e66a65127070ad29b515ea450d94e04","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\01_PROTOCOL\WF3_BOUNDARY1_AUTHORITY_ELIGIBILITY_ADDENDUM_DRAFT.json","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\01_PROTOCOL\WF3_BOUNDARY1_AUTHORITY_ELIGIBILITY_ADDENDUM_DRAFT.json","1206","6a83e9329bd9e7d60d9c7f638f1b393401680e3a3ec4587fa4aa9decd2e1c8ee","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\01_PROTOCOL\WF3_BOUNDARY1_AUTHORITY_ELIGIBILITY_ADDENDUM_FINAL.json","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\01_PROTOCOL\WF3_BOUNDARY1_AUTHORITY_ELIGIBILITY_ADDENDUM_FINAL.json","5287","ceed9193261187691d282154b2d145d236cfd6252d8dce45501a36e8211460bc","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\01_PROTOCOL\WF3_BOUNDARY1_PREREGISTRATION.json","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\01_PROTOCOL\WF3_BOUNDARY1_PREREGISTRATION.json","9309","ae751a45c6708775f4360edb8137db0e8b788901abd0958c08b0cc914c3da9fe","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\01_PROTOCOL\WF3_BOUNDARY1_RUNNER_CONTRACT.json","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\01_PROTOCOL\WF3_BOUNDARY1_RUNNER_CONTRACT.json","2362","4f6fa2522844aa935f9741c7acf0d95d7657564f252499d4bae827df045a9fe0","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\02_INPUTS\WF3_AUTHORITATIVE_REUSE_FILE_ALLOWLIST.csv","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\02_INPUTS\WF3_AUTHORITATIVE_REUSE_FILE_ALLOWLIST.csv","88132","b1b4682a9d9690d3dd362a72867a1d741981d52fda6bb255042d7745be56999e","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\02_INPUTS\WF3_BOUNDARY1_INPUT_REFERENCE_MANIFEST.csv","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\02_INPUTS\WF3_BOUNDARY1_INPUT_REFERENCE_MANIFEST.csv","415328","c27be115ff07057640940e5775665a635e5c9ada5edbb60109df7d607e3b7be1","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\02_INPUTS\WF3_EXTERNAL_POPULATION_FILE_MANIFEST.csv","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\02_INPUTS\WF3_EXTERNAL_POPULATION_FILE_MANIFEST.csv","4716","a9025cb26ed227a56c454f72510e30e1a7ec78ea26ab10aa9f224af24e1dac2d","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\03_RUNNER\WF3_BOUNDARY1_FREEZE.ps1","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\03_RUNNER\WF3_BOUNDARY1_FREEZE.ps1","22709","fe607f13dd75a7713b3013c6a907bea7553b54a40f4a636664234ce016fc56ac","YES"
"ARCHIVE","WF3_PREEXECUTION","C:\RSOS\RSOS_EXPERIMENTS_WF3_GENEALOGY_POPULATION_CONFIRMATION\03_RUNNER\WF3_BUILD_AUTHORITY_ANCHORS.py","C:\RSOS\GITHUB_STAGING\RSOS-RSSO-RSIA-RSX-Evidence\90_ARCHIVE\WF3_PREEXECUTION\03_RUNNER\WF3_BUILD_AUTHORITY_ANCHORS.py","11681","d4aea110b316be36f3aa67b7b43c8819df6ecd48237c9a3b03623956b8759b40","YES"
