"SEARCH_PATTERN","FILE_NAME","SIZE_MB","FULL_PATH"
"*edge*","24A_EDGE_REPLICATION.csv","0,002","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\24A_EDGE_REPLICATION.csv"
"*edge*","24_EDGE_CAUSAL_MAP.csv","0,008","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\24_EDGE_CAUSAL_MAP.csv"
"*edge*","24A_EDGE_REPLICATION.csv","0,002","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\24A_EDGE_REPLICATION.csv"
"*edge*","24_EDGE_CAUSAL_MAP.csv","0,008","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\CORROBORATION_S2A\24_EDGE_CAUSAL_MAP.csv"
"*edge*","24A_EDGE_REPLICATION.csv","0,002","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\CORROBORATION_S2A\24A_EDGE_REPLICATION.csv"
"*edge*","24_EDGE_CAUSAL_MAP.csv","0,008","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\PRIMARY_S2B\24_EDGE_CAUSAL_MAP.csv"
"*edge*","24A_EDGE_REPLICATION.csv","0,002","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\PRIMARY_S2B\24A_EDGE_REPLICATION.csv"
"*edge*","STATUS_LEDGER.csv","0,001","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_B_EXTERNAL_POPULATION_PARQUET\FRESH_SHARD14_CONFIRMATION_R3\07_AUDIT\STATUS_LEDGER.csv"
"*edge*","STATUS_LEDGER.csv","0,001","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_B_EXTERNAL_POPULATION_PARQUET\WF1_B_FINAL_AUTHORITY_R3\07_AUDIT\STATUS_LEDGER.csv"
"*edge*","24_EDGE_CAUSAL_MAP.csv","0,008","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\CORROBORATION_S2A\24_EDGE_CAUSAL_MAP.csv"
"*edge*","24A_EDGE_REPLICATION.csv","0,002","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\CORROBORATION_S2A\24A_EDGE_REPLICATION.csv"
"*edge*","24_EDGE_CAUSAL_MAP.csv","0,008","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\PRIMARY_S2B\24_EDGE_CAUSAL_MAP.csv"
"*edge*","24A_EDGE_REPLICATION.csv","0,002","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\PRIMARY_S2B\24A_EDGE_REPLICATION.csv"
"*edge*","STATUS_LEDGER.csv","0,001","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\07_OUTPUT\FRESH_SHARD14_CONFIRMATION_R3\07_AUDIT\STATUS_LEDGER.csv"
"*edge*","STATUS_LEDGER.csv","0,001","C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\09_ADJUDICATION\WF1_B_FINAL_AUTHORITY_R3\07_AUDIT\STATUS_LEDGER.csv"
"*edge*","edgelist.cpython-313.pyc","0,012","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\bipartite\__pycache__\edgelist.cpython-313.pyc"
"*edge*","edgelist.py","0,011","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\bipartite\edgelist.py"
"*edge*","test_edgelist.cpython-313.pyc","0,014","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\bipartite\tests\__pycache__\test_edgelist.cpython-313.pyc"
"*edge*","test_edgelist.py","0,008","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\bipartite\tests\test_edgelist.py"
"*edge*","edge_augmentation.cpython-313.pyc","0,043","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\connectivity\__pycache__\edge_augmentation.cpython-313.pyc"
"*edge*","edge_kcomponents.cpython-313.pyc","0,021","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\connectivity\__pycache__\edge_kcomponents.cpython-313.pyc"
"*edge*","edge_augmentation.py","0,042","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\connectivity\edge_augmentation.py"
"*edge*","edge_kcomponents.py","0,02","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\connectivity\edge_kcomponents.py"
"*edge*","test_edge_augmentation.cpython-313.pyc","0,021","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\connectivity\tests\__pycache__\test_edge_augmentation.cpython-313.pyc"
"*edge*","test_edge_kcomponents.cpython-313.pyc","0,021","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\connectivity\tests\__pycache__\test_edge_kcomponents.cpython-313.pyc"
"*edge*","test_edge_augmentation.py","0,015","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\connectivity\tests\test_edge_augmentation.py"
"*edge*","test_edge_kcomponents.py","0,016","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\connectivity\tests\test_edge_kcomponents.py"
"*edge*","edgebfs.cpython-313.pyc","0,007","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\traversal\__pycache__\edgebfs.cpython-313.pyc"
"*edge*","edgedfs.cpython-313.pyc","0,006","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\traversal\__pycache__\edgedfs.cpython-313.pyc"
"*edge*","edgebfs.py","0,006","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\traversal\edgebfs.py"
"*edge*","edgedfs.py","0,006","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\traversal\edgedfs.py"
"*edge*","test_edgebfs.cpython-313.pyc","0,008","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\traversal\tests\__pycache__\test_edgebfs.cpython-313.pyc"
"*edge*","test_edgedfs.cpython-313.pyc","0,007","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\traversal\tests\__pycache__\test_edgedfs.cpython-313.pyc"
"*edge*","test_edgebfs.py","0,004","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\traversal\tests\test_edgebfs.py"
"*edge*","test_edgedfs.py","0,005","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\algorithms\traversal\tests\test_edgedfs.py"
"*edge*","edgelist.cpython-313.pyc","0,014","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\readwrite\__pycache__\edgelist.cpython-313.pyc"
"*edge*","edgelist.py","0,014","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\readwrite\edgelist.py"
"*edge*","test_edgelist.cpython-313.pyc","0,017","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\readwrite\tests\__pycache__\test_edgelist.cpython-313.pyc"
"*edge*","test_edgelist.py","0,01","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\networkx\readwrite\tests\test_edgelist.py"
"*edge*","edgelist.cpython-313.pyc","0,012","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\networkx\algorithms\bipartite\__pycache__\edgelist.cpython-313.pyc"
"*edge*","edgelist.py","0,011","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\networkx\algorithms\bipartite\edgelist.py"
"*edge*","test_edgelist.cpython-313.pyc","0,014","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\networkx\algorithms\bipartite\tests\__pycache__\test_edgelist.cpython-313.pyc"
"*edge*","test_edgelist.py","0,008","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\networkx\algorithms\bipartite\tests\test_edgelist.py"
"*edge*","edge_augmentation.cpython-313.pyc","0,043","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\networkx\algorithms\connectivity\__pycache__\edge_augmentation.cpython-313.pyc"
"*edge*","edge_kcomponents.cpython-313.pyc","0,021","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\networkx\algorithms\connectivity\__pycache__\edge_kcomponents.cpython-313.pyc"
"*edge*","edge_augmentation.py","0,042","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\networkx\algorithms\connectivity\edge_augmentation.py"
"*edge*","edge_kcomponents.py","0,02","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\networkx\algorithms\connectivity\edge_kcomponents.py"
"*edge*","test_edge_augmentation.cpython-313.pyc","0,021","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\networkx\algorithms\connectivity\tests\__pycache__\test_edge_augmentation.cpython-313.pyc"
"*edge*","test_edge_kcomponents.cpython-313.pyc","0,021","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\networkx\algorithms\connectivity\tests\__pycache__\test_edge_kcomponents.cpython-313.pyc"
"*edge*","test_edge_augmentation.py","0,015","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\networkx\algorithms\connectivity\tests\test_edge_augmentation.py"
"*edge*","test_edge_kcomponents.py","0,016","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\networkx\algorithms\connectivity\tests\test_edge_kcomponents.py"
"*edge*","edgebfs.cpython-313.pyc","0,007","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\networkx\algorithms\traversal\__pycache__\edgebfs.cpython-313.pyc"
"*edge*","edgedfs.cpython-313.pyc","0,006","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\networkx\algorithms\traversal\__pycache__\edgedfs.cpython-313.pyc"
"*edge*","edgebfs.py","0,006","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\networkx\algorithms\traversal\edgebfs.py"
"*edge*","edgedfs.py","0,006","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\networkx\algorithms\traversal\edgedfs.py"
"*edge*","test_edgebfs.cpython-313.pyc","0,008","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\networkx\algorithms\traversal\tests\__pycache__\test_edgebfs.cpython-313.pyc"
"*edge*","test_edgedfs.cpython-313.pyc","0,007","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\networkx\algorithms\traversal\tests\__pycache__\test_edgedfs.cpython-313.pyc"
"*edge*","test_edgebfs.py","0,004","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\networkx\algorithms\traversal\tests\test_edgebfs.py"
"*edge*","test_edgedfs.py","0,005","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\networkx\algorithms\traversal\tests\test_edgedfs.py"
"*edge*","edgelist.cpython-313.pyc","0,014","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\networkx\readwrite\__pycache__\edgelist.cpython-313.pyc"
"*edge*","edgelist.py","0,014","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\networkx\readwrite\edgelist.py"
"*edge*","test_edgelist.cpython-313.pyc","0,017","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\networkx\readwrite\tests\__pycache__\test_edgelist.cpython-313.pyc"
"*edge*","test_edgelist.py","0,01","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_score\Lib\site-packages\networkx\readwrite\tests\test_edgelist.py"
"*edge*","24A_EDGE_REPLICATION.csv","0,002","C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\02_INPUTS\00_FOUNDATION_FROZEN\WF1_A_ACTIVE_AUTHORITY\24A_EDGE_REPLICATION.csv"
"*edge*","V12_CAUSAL_EDGE_MAP.csv","0","C:\RSOS\RSOS_TRAINING_DATA_V12_V18_COMPARISON\02_V12_RELATIONAL_TOPOLOGY\V12_CAUSAL_EDGE_MAP.csv"
"*edge*","GEF1_FINAL_EVIDENCE_LEDGER.csv","0","C:\RSOS\RSOS_TRAINING_DATA_V12_V18_COMPARISON\06_GEF1_FINAL_EVIDENCE_FUSION\GEF1_FINAL_EVIDENCE_LEDGER.csv"
"*edge*","NO_SILENT_OMISSION_LEDGER.csv","0,001","C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\16_V2_NO_SILENT_OMISSION\NO_SILENT_OMISSION_LEDGER.csv"
"*edge*","F1_DEV_STATUS_LEDGER.csv","0","C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R1\06_STATUS_LEDGER\F1_DEV_STATUS_LEDGER.csv"
"*edge*","NO_SILENT_OMISSION_LEDGER.csv","0,001","C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R2_HARDENED\06_OMISSION_LEDGER\NO_SILENT_OMISSION_LEDGER.csv"
"*edge*","NO_SILENT_OMISSION_LEDGER.csv","0,001","C:\RSOS\Training data\F1_DEV_LMARENA_BLIND_R3_HARDENED\07_NO_SILENT_OMISSION\NO_SILENT_OMISSION_LEDGER.csv"
"*edge*","AUTHENTIC_V12_EDGE_PERTURBATIONS.csv","0,078","C:\RSOS\Training data\F1_DEV_R4_V12_GRAPH_CALIBRATION\02_AUTHENTIC_EDGE_PERTURBATIONS\AUTHENTIC_V12_EDGE_PERTURBATIONS.csv"
"*edge*","AUTHENTIC_V12_PER_EDGE_DETECTION.csv","0,001","C:\RSOS\Training data\F1_DEV_R4_V12_GRAPH_CALIBRATION\02_AUTHENTIC_EDGE_PERTURBATIONS\AUTHENTIC_V12_PER_EDGE_DETECTION.csv"
"*edge*","NO_SILENT_OMISSION_LEDGER.csv","0,001","C:\RSOS\Training data\F1_DEV_R4_V12_GRAPH_CALIBRATION\05_NO_SILENT_OMISSION\NO_SILENT_OMISSION_LEDGER.csv"
"*edge*","NO_SILENT_OMISSION_LEDGER.csv","0,001","C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\05_NO_SILENT_OMISSION\NO_SILENT_OMISSION_LEDGER.csv"
"*edge*","STATUS_LEDGER.csv","0,001","C:\RSOS\Training data\F2_B_CORRECTED_EXTERNAL_RARITY\07_AUDIT\STATUS_LEDGER.csv"
"*edge*","NO_SILENT_OMISSION_LEDGER.csv","0,001","C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\16_V2_NO_SILENT_OMISSION\NO_SILENT_OMISSION_LEDGER.csv"
"*edge*","F1_DEV_STATUS_LEDGER.csv","0","C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_LMARENA_BLIND_R1\06_STATUS_LEDGER\F1_DEV_STATUS_LEDGER.csv"
"*edge*","NO_SILENT_OMISSION_LEDGER.csv","0,001","C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_LMARENA_BLIND_R2_HARDENED\06_OMISSION_LEDGER\NO_SILENT_OMISSION_LEDGER.csv"
"*edge*","NO_SILENT_OMISSION_LEDGER.csv","0,001","C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_LMARENA_BLIND_R3_HARDENED\07_NO_SILENT_OMISSION\NO_SILENT_OMISSION_LEDGER.csv"
"*edge*","AUTHENTIC_V12_EDGE_PERTURBATIONS.csv","0,078","C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R4_V12_GRAPH_CALIBRATION\02_AUTHENTIC_EDGE_PERTURBATIONS\AUTHENTIC_V12_EDGE_PERTURBATIONS.csv"
"*edge*","AUTHENTIC_V12_PER_EDGE_DETECTION.csv","0,001","C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R4_V12_GRAPH_CALIBRATION\02_AUTHENTIC_EDGE_PERTURBATIONS\AUTHENTIC_V12_PER_EDGE_DETECTION.csv"
