SOURCE_FAMILY,AUTHORITY_ROLE,CATEGORY,FILE_NAME,FULL_PATH,EXTENSION,ROW_COUNT,COLUMN_COUNT,COLUMNS,ID_COLUMNS,TIME_COLUMNS,CONTROL_COLUMNS,FEATURE_COLUMNS,POPULATION_ID_COLUMNS,V15_CANDIDATE_SCORE,ERROR
V11,CLEAN_REPAIRED_AUTHORITY,AUTHORITY_RECORD,16_FINAL_SUMMARY.json,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\16_FINAL_SUMMARY.json,.json,,24,experiment|completed_utc|model|runner_sha256|specification_sha256|expected_calls|successful_unique_cells|missing_cells|condition_results|coordinate_contrasts|replication|fingerprint_classifier|heldout_generalization|secondary_token_latency|ablation_gradient|core_pass_count|direction_replication|preservation_replication|confirmation_auc|final_holdout_auc|classification|token_usage|estimated_cost_usd|interpretation_boundary,,heldout_generalization|secondary_token_latency,fingerprint_classifier|classification,coordinate_contrasts|fingerprint_classifier,,11,
V11,CLEAN_REPAIRED_AUTHORITY,OTHER_ELIGIBLE,00A_VALID_TEXT_COMPLETENESS.json,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\00A_VALID_TEXT_COMPLETENESS.json,.json,,7,expected_cells|unique_success_cells|valid_text_cells|empty_text_cells|duplicate_success_cells|scientific_completeness|hard_rule,,,,,,0,
V11,CLEAN_REPAIRED_AUTHORITY,OTHER_ELIGIBLE,01_RAW_RESPONSES.jsonl,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\01_RAW_RESPONSES.jsonl,.jsonl,,15,status|seed|condition|rep|cell_key|attempt|created_utc|response_id|model_returned|prompt_sha256|response_sha256|latency_seconds|input_tokens|output_tokens|text,,created_utc|latency_seconds,,,,3,
V11,CLEAN_REPAIRED_AUTHORITY,OTHER_ELIGIBLE,03_FROZEN_SPECIFICATION.json,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\03_FROZEN_SPECIFICATION.json,.json,,15,classifier|conditions|confirmatory_contrasts|expected_calls|experiment|fingerprint_features|interpretation_boundary|master_seed|model|multiple_testing|n_reps|n_seeds|partitions|permutation_test|primary_unit,,,classifier,fingerprint_features,,8,
V11,CLEAN_REPAIRED_AUTHORITY,OTHER_ELIGIBLE,05_FROZEN_PROMPTS.csv,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\05_FROZEN_PROMPTS.csv,.csv,,4,seed|condition|prompt_sha256|prompt,,,,,,0,
V11,CLEAN_REPAIRED_AUTHORITY,OTHER_ELIGIBLE,08_CONDITION_RESULTS.csv,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\08_CONDITION_RESULTS.csv,.csv,,7,condition|N|mean_fingerprint|median_fingerprint|sd_fingerprint|mean_output_tokens|mean_latency,,mean_latency,,mean_fingerprint|median_fingerprint|sd_fingerprint,,7,
V11,CLEAN_REPAIRED_AUTHORITY,OTHER_ELIGIBLE,10_SPLIT_REPLICATION.csv,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\10_SPLIT_REPLICATION.csv,.csv,,6,partition|coordinate|N|difference|p|PASS,,,,coordinate,,4,
V11,CLEAN_REPAIRED_AUTHORITY,OTHER_ELIGIBLE,13_TOKEN_LATENCY_EFFECTS.csv,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\13_TOKEN_LATENCY_EFFECTS.csv,.csv,,5,coordinate|feature|authentic_mean|damaged_mean|difference,,,,coordinate|feature,,4,
V11,CLEAN_REPAIRED_AUTHORITY,OTHER_ELIGIBLE,14_ABLATION_GRADIENT.csv,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\14_ABLATION_GRADIENT.csv,.csv,,4,lesion|condition|mean_fingerprint|median_fingerprint,,,,mean_fingerprint|median_fingerprint,,4,
V11,CLEAN_REPAIRED_AUTHORITY,OTHER_ELIGIBLE,15_MISSING_CELLS.csv,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\15_MISSING_CELLS.csv,.csv,,4,seed|condition|rep|cell_key,,,,,,0,
V11,CLEAN_REPAIRED_AUTHORITY,STRUCTURAL_REPRESENTATION,06_RESPONSE_FEATURE_VECTOR.csv,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\06_RESPONSE_FEATURE_VECTOR.csv,.csv,,24,seed|condition|rep|response_id|response_sha256|OUTPUT_TOKENS|CHAR_COUNT|WORD_COUNT|SENTENCE_COUNT|TYPE_TOKEN_RATIO|AVG_WORD_LENGTH|LATENCY_SECONDS|RETURN|GENERATIVE_REUSE|RECURRENCE|META_CONTROL|PRESERVATION|COMPRESSION|TRANSFORMATION|CAUSAL|TRAJECTORY_DENSITY|CONTROL_DENSITY|PRESERVATION_DENSITY|FINGERPRINT_MAGNITUDE,,LATENCY_SECONDS|GENERATIVE_REUSE,META_CONTROL|CONTROL_DENSITY,FINGERPRINT_MAGNITUDE,,11,
V11,CLEAN_REPAIRED_AUTHORITY,STRUCTURAL_REPRESENTATION,07_SEED_LEVEL_VECTOR.csv,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\07_SEED_LEVEL_VECTOR.csv,.csv,,21,seed|condition|OUTPUT_TOKENS|CHAR_COUNT|WORD_COUNT|SENTENCE_COUNT|TYPE_TOKEN_RATIO|AVG_WORD_LENGTH|LATENCY_SECONDS|RETURN|GENERATIVE_REUSE|RECURRENCE|META_CONTROL|PRESERVATION|COMPRESSION|TRANSFORMATION|CAUSAL|TRAJECTORY_DENSITY|CONTROL_DENSITY|PRESERVATION_DENSITY|FINGERPRINT_MAGNITUDE,,LATENCY_SECONDS|GENERATIVE_REUSE,META_CONTROL|CONTROL_DENSITY,FINGERPRINT_MAGNITUDE,,11,
V11,CLEAN_REPAIRED_AUTHORITY,STRUCTURAL_REPRESENTATION,09_COORDINATE_CONTRASTS.csv,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\09_COORDINATE_CONTRASTS.csv,.csv,,10,contrast|condition_A|condition_B|mean_A|mean_B|difference|permutation_p|wilcoxon_p|holm_p|PASS,,,,,,0,
V11,CLEAN_REPAIRED_AUTHORITY,STRUCTURAL_REPRESENTATION,11_FINGERPRINT_CLASSIFIER.csv,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\11_FINGERPRINT_CLASSIFIER.csv,.csv,,4,partition|N|ROC_AUC|ACCURACY,,,,,,0,
V11,CLEAN_REPAIRED_AUTHORITY,TEMPORAL_METADATA,12_HELDOUT_GENERALIZATION.csv,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\V6_CLEAN\12_HELDOUT_GENERALIZATION.csv,.csv,,5,authentic_mean|damaged_mean|difference|permutation_p|PASS,,,,,,0,
V12,FINAL_FREEZE_ROOT,AUTHORITY_RECORD,15_MISSING_CELLS.csv,C:\RSOS\V12_FINAL_FREEZE\15_MISSING_CELLS.csv,.csv,,1,CELL_KEY,,,,,,0,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,00_FINAL_COMPLETENESS.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\00_FINAL_COMPLETENESS.json,.json,,7,expected_main_cells|successful_main_cells|missing_main_cells|expected_native_cells|successful_native_cells|missing_native_cells|scientific_completeness,,,,,,0,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,01_FINAL_PERSISTENT_MISSING_CELLS.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\01_FINAL_PERSISTENT_MISSING_CELLS.csv,.csv,,1,CELL_KEY,,,,,,0,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,03_FULL_ERROR_HISTORY.jsonl,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\03_FULL_ERROR_HISTORY.jsonl,.jsonl,,5,cell_key|seed|condition|rep|failures,,,,,,0,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,04_PERSISTENT_RESIDUE_FAILURE_AUDIT.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\04_PERSISTENT_RESIDUE_FAILURE_AUDIT.csv,.csv,,8,CELL_KEY|SEED|CONDITION|REP|FAILED_COLLECTION_PASSES|TOTAL_FAILED_API_ATTEMPTS|FAILURE_CATEGORIES|FAILURE_ERRORS,,,,,,0,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,06_FINAL_SOURCE_TREE_SHA256.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\06_FINAL_SOURCE_TREE_SHA256.csv,.csv,,5,RelativePath|Length|CreationTimeUtc|LastWriteTimeUtc|SHA256,,CreationTimeUtc|LastWriteTimeUtc,,,,3,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,07_COLLECTION_FREEZE_SHA256.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\07_COLLECTION_FREEZE_SHA256.csv,.csv,,3,File|Length|SHA256,,,,,,0,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,01_PERSISTENT_RESIDUE.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\01_PERSISTENT_RESIDUE.csv,.csv,,8,CELL_KEY|SEED|CONDITION|REP|FAILED_COLLECTION_PASSES|TOTAL_FAILED_API_ATTEMPTS|FAILURE_CATEGORIES|FAILURE_ERRORS,,,,,,0,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,02_MISSINGNESS_BY_CONDITION.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\02_MISSINGNESS_BY_CONDITION.csv,.csv,,7,CONDITION|EXPECTED_CELLS|VALID_CELLS|MISSING_CELLS|MISSING_RATE|ENRICHMENT_P_RAW|ENRICHMENT_P_HOLM,,,,,,0,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,03_MISSINGNESS_BY_SEED.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\03_MISSINGNESS_BY_SEED.csv,.csv,,5,SEED|EXPECTED_CELLS|VALID_CELLS|MISSING_CELLS|MISSING_RATE,,,,,,0,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,04_MISSINGNESS_BY_REP.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\04_MISSINGNESS_BY_REP.csv,.csv,,5,REP|EXPECTED_CELLS|VALID_CELLS|MISSING_CELLS|MISSING_RATE,,,,,,0,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,05_SEED_CONDITION_REPLICATE_CLUSTERS.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\05_SEED_CONDITION_REPLICATE_CLUSTERS.csv,.csv,,5,SEED|CONDITION|EXPECTED_REPS|MISSING_REPS|VALID_REPS,,,,,,0,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,06_S1_MISSINGNESS_SUMMARY.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\06_S1_MISSINGNESS_SUMMARY.json,.json,,9,experiment|analysis|api_calls|runner_sha256|design|persistent_failure_history|descriptive_concentration|uniform_missing_cell_null|interpretation_boundary,,,,,,0,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,08_S1_SHA256_MANIFEST.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\08_S1_SHA256_MANIFEST.csv,.csv,,3,FILE|LENGTH|SHA256,,,,,,0,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,01_SCENARIO_SEED_COUNTS.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\01_SCENARIO_SEED_COUNTS.csv,.csv,,5,SCENARIO|TOTAL_SEEDS|DEV_SEEDS|CONFIRMATION_SEEDS|FINAL_HOLDOUT_SEEDS,,,,,,0,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,02_MISSINGNESS_PRIMARY_IMPACT_MAP.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\02_MISSINGNESS_PRIMARY_IMPACT_MAP.csv,.csv,,3,CONDITION|PERSISTENT_MISSING|EDGE_OR_HARD_CONTROL_ROLE,,,EDGE_OR_HARD_CONTROL_ROLE,EDGE_OR_HARD_CONTROL_ROLE,,8,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,03_S2_OUTCOME_COMPARISON.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\03_S2_OUTCOME_COMPARISON.csv,.csv,,19,SCENARIO|SEEDS|DEV|CONF|HOLD|OBSERVED_MAIN_CELLS|CLASSIFICATION|PRIMARY_STRONG_GATE|HARD_AUC_CONFIRMATION|HARD_AUC_FINAL|PURE9_DELETE_CONF_EXCESS|PURE9_DELETE_CONF_HOLM_P|PURE9_DELETE_FINAL_EXCESS|PURE9_DELETE_FINAL_HOLM_P|PURE8_REVERSE_CONF_EXCESS|PURE8_REVERSE_CONF_HOLM_P|PURE8_REVERSE_FINAL_EXCESS|PURE8_REVERSE_FINAL_HOLM_P|NATIVE_TRIANGULATED,,NATIVE_TRIANGULATED,CLASSIFICATION,,,7,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,04_S2_ROBUSTNESS_ADJUDICATION.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\04_S2_ROBUSTNESS_ADJUDICATION.json,.json,,12,analysis|runner_sha256|collection_freeze_zip_sha256|s1_zip_sha256|api_calls|imputation|scenarios|same_classification_across_sensitivities|strong_primary_gate_passes_both|hard_auc_085_gate_passes_both|interpretation|limitations,,,same_classification_across_sensitivities,,,4,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,06_S2_SHA256_MANIFEST.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\06_S2_SHA256_MANIFEST.csv,.csv,,3,RELATIVE_PATH|LENGTH|SHA256,,,,,,0,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,00_SENSITIVITY_SCENARIO_METADATA.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\00_SENSITIVITY_SCENARIO_METADATA.json,.json,,11,scenario|runner_sha256|no_api_calls|no_imputation|included_seeds|seed_counts|main_observed_cells|native_observed_cells|seed_condition_groups|completely_absent_seed_condition_groups|analysis_method,,,seed_condition_groups|completely_absent_seed_condition_groups,,,4,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,06_RESPONSE_GRAPH_FEATURES.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\06_RESPONSE_GRAPH_FEATURES.csv,.csv,,32,SEED|CONDITION|SEQ_ACTIVE_EDGE_COHERENCE|PLUS_SEQ_COHERENCE|PLUS_REACHABILITY|MINUS_SEQ_CONFLICT|CODE_SEQ_COHERENCE|CODE_CONNECTEDNESS|FINAL_RECIPROCITY|FINAL_SCC_COUNT|FINAL_LARGEST_SCC_FRAC|FINAL_TRANSITIVITY|FINAL_IN_DEGREE_SD|FINAL_OUT_DEGREE_SD|FINAL_SPECTRAL_RADIUS|FINAL_TWO_CYCLES|FINAL_THREE_CYCLES|FINAL_REACHABILITY_FRAC|FINAL_MEAN_REACHABLE_PATH|ORDER_FIDELITY|K_EXACT|K_JACCARD|S_EXACT|S_APPLIED_SCORE|K_INCIDENT_RETENTION|Z_EXACT|Z_FINAL_SINKNESS|Z_SEQUENCE_POSITION|REP|CELL_KEY|OUTPUT_TOKENS_DIAGNOSTIC|LATENCY_SECONDS_DIAGNOSTIC,,LATENCY_SECONDS_DIAGNOSTIC,,SEQ_ACTIVE_EDGE_COHERENCE|S_APPLIED_SCORE,,7,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,07_SEED_LEVEL_GRAPH_VECTOR.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\07_SEED_LEVEL_GRAPH_VECTOR.csv,.csv,,30,SEED|CONDITION|SEQ_ACTIVE_EDGE_COHERENCE|PLUS_SEQ_COHERENCE|PLUS_REACHABILITY|MINUS_SEQ_CONFLICT|CODE_SEQ_COHERENCE|CODE_CONNECTEDNESS|FINAL_RECIPROCITY|FINAL_SCC_COUNT|FINAL_LARGEST_SCC_FRAC|FINAL_TRANSITIVITY|FINAL_IN_DEGREE_SD|FINAL_OUT_DEGREE_SD|FINAL_SPECTRAL_RADIUS|FINAL_TWO_CYCLES|FINAL_THREE_CYCLES|FINAL_REACHABILITY_FRAC|FINAL_MEAN_REACHABLE_PATH|ORDER_FIDELITY|K_EXACT|K_JACCARD|S_EXACT|S_APPLIED_SCORE|K_INCIDENT_RETENTION|Z_EXACT|Z_FINAL_SINKNESS|Z_SEQUENCE_POSITION|OUTPUT_TOKENS_DIAGNOSTIC|LATENCY_SECONDS_DIAGNOSTIC,,LATENCY_SECONDS_DIAGNOSTIC,,SEQ_ACTIVE_EDGE_COHERENCE|S_APPLIED_SCORE,,7,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,08_CONDITION_RESULTS.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\08_CONDITION_RESULTS.csv,.csv,,54,CONDITION|N|SEQ_ACTIVE_EDGE_COHERENCE_MEAN|SEQ_ACTIVE_EDGE_COHERENCE_SD|PLUS_SEQ_COHERENCE_MEAN|PLUS_SEQ_COHERENCE_SD|PLUS_REACHABILITY_MEAN|PLUS_REACHABILITY_SD|MINUS_SEQ_CONFLICT_MEAN|MINUS_SEQ_CONFLICT_SD|CODE_SEQ_COHERENCE_MEAN|CODE_SEQ_COHERENCE_SD|CODE_CONNECTEDNESS_MEAN|CODE_CONNECTEDNESS_SD|FINAL_RECIPROCITY_MEAN|FINAL_RECIPROCITY_SD|FINAL_SCC_COUNT_MEAN|FINAL_SCC_COUNT_SD|FINAL_LARGEST_SCC_FRAC_MEAN|FINAL_LARGEST_SCC_FRAC_SD|FINAL_TRANSITIVITY_MEAN|FINAL_TRANSITIVITY_SD|FINAL_IN_DEGREE_SD_MEAN|FINAL_IN_DEGREE_SD_SD|FINAL_OUT_DEGREE_SD_MEAN|FINAL_OUT_DEGREE_SD_SD|FINAL_SPECTRAL_RADIUS_MEAN|FINAL_SPECTRAL_RADIUS_SD|FINAL_TWO_CYCLES_MEAN|FINAL_TWO_CYCLES_SD|FINAL_THREE_CYCLES_MEAN|FINAL_THREE_CYCLES_SD|FINAL_REACHABILITY_FRAC_MEAN|FINAL_REACHABILITY_FRAC_SD|FINAL_MEAN_REACHABLE_PATH_MEAN|FINAL_MEAN_REACHABLE_PATH_SD|ORDER_FIDELITY_MEAN|ORDER_FIDELITY_SD|K_EXACT_MEAN|K_EXACT_SD|K_JACCARD_MEAN|K_JACCARD_SD|S_EXACT_MEAN|S_EXACT_SD|S_APPLIED_SCORE_MEAN|S_APPLIED_SCORE_SD|K_INCIDENT_RETENTION_MEAN|K_INCIDENT_RETENTION_SD|Z_EXACT_MEAN|Z_EXACT_SD|Z_FINAL_SINKNESS_MEAN|Z_FINAL_SINKNESS_SD|Z_SEQUENCE_POSITION_MEAN|Z_SEQUENCE_POSITION_SD,,,,SEQ_ACTIVE_EDGE_COHERENCE_MEAN|SEQ_ACTIVE_EDGE_COHERENCE_SD|S_APPLIED_SCORE_MEAN|S_APPLIED_SCORE_SD,,4,
WF1-A,CORRECTIVE_EXPERIMENT_ROOT,RELATIONAL_TOPOLOGICAL,09_PRIMARY_CONTRASTS.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\09_PRIMARY_CONTRASTS.csv,.csv,,8,PARTITION|TEST|N|EXCESS_DISTANCE|P|HOLM_P|PASS_005|PASS_001,,,,,,0,
