seed,condition,rep,response_id,response_sha256,OUTPUT_TOKENS,CHAR_COUNT,WORD_COUNT,SENTENCE_COUNT,TYPE_TOKEN_RATIO,AVG_WORD_LENGTH,LATENCY_SECONDS,RETURN,GENERATIVE_REUSE,RECURRENCE,META_CONTROL,PRESERVATION,COMPRESSION,TRANSFORMATION,CAUSAL,TRAJECTORY_DENSITY,CONTROL_DENSITY,PRESERVATION_DENSITY,FINGERPRINT_MAGNITUDE
0,A3_AUTHENTIC_PARAPHRASE,0,resp_023e8282af230d37006aa32c62be3487d2a8ca0df1c8ab8dca,62cdb8221a8ab1686b76d89308c63fac45c289d7d11db0dbec180fc9987323d7,211.0,1345.0,180.0,10.0,0.75,6.338888888888889,4.386537075042725,0.0,0.0,1.0,3.0,6.0,1.0,5.0,3.0,6.0,6.0,7.0,19.0
0,A3_AUTHENTIC_PARAPHRASE,1,resp_0a97cf3d81c34fe8006aa32c62f6e087d2a5b0b71331911920,9cb636b1503cc461d542d04bedcf305e51f2c8b9938ac60410a2cc77515af9f1,184.0,1144.0,161.0,10.0,0.7080745341614907,6.0062111801242235,4.198911905288696,0.0,0.0,0.0,0.0,5.0,1.0,4.0,2.0,4.0,2.0,6.0,12.0
0,A3_AUTHENTIC_PARAPHRASE,2,resp_0eb44b5b8642ba17006aa32c652e6887d2aedd29c3494c6ab6,f9d1fdbee60688aca6830ea4ed64fc4786e8f23337701d46bca7d9b2fecb8989,234.0,1409.0,205.0,11.0,0.6439024390243903,5.770731707317073,8.184247255325317,0.0,0.0,0.0,3.0,4.0,1.0,5.0,1.0,5.0,4.0,5.0,14.0
0,A3_AUTHENTIC_PARAPHRASE,3,resp_07a5b69298594549006aa32c636d1087d2804565da93140b88,c0bac1afb365f7964caceb1f2802fb5d60498ceeae551d0ae7e37d8b71284f7f,248.0,1534.0,219.0,12.0,0.6529680365296804,5.904109589041096,4.501077651977539,0.0,0.0,0.0,1.0,7.0,1.0,4.0,4.0,4.0,5.0,8.0,17.0
0,D_DIRECTION_REVERSED,0,resp_00e05cabcc57003f006aa32c63719887d2b19223e0e6ef4bef,115115167e5a83f5c1a560ff6b73bb5069b8f7e2b03b9f161b3ebaad88c1f0cc,172.0,1145.0,154.0,8.0,0.7012987012987013,6.3441558441558445,2.9304401874542236,0.0,0.0,0.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,6.0,12.0
0,D_DIRECTION_REVERSED,1,resp_0f61139619b09cdb006aa32c63aedc87d2954e1d4b5a920c3e,06a18312c032323d227db8ffc02ea739bbe3ddccb8ff99eba19ca5fee8b6562c,216.0,1431.0,188.0,11.0,0.601063829787234,6.5,3.6287684440612793,0.0,0.0,0.0,2.0,4.0,4.0,5.0,1.0,5.0,3.0,8.0,16.0
0,D_DIRECTION_REVERSED,2,resp_08e34f2afc9853ea006aa32c63929c87d2908003150faffcc8,a9b0ca376fc0d8b4775f1475e92dec9d6695e27a2319c7341de42d44b416a264,260.0,1659.0,231.0,14.0,0.6017316017316018,6.073593073593074,10.480736494064331,0.0,0.0,1.0,2.0,3.0,2.0,6.0,3.0,7.0,5.0,5.0,17.0
0,D_DIRECTION_REVERSED,3,resp_07adc9326f3ad274006aa32c63c15887d29a819eb34c2a5816,1bc12af49ad72c4dff0c951d82694e6cd06bbf67a710e3bad8083b6165e3eda9,123.0,804.0,108.0,6.0,0.7314814814814815,6.361111111111111,2.50697922706604,0.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,10.0
0,O_ORDER_SHUFFLED,0,resp_08e0324ce3a8ebc9006aa32c63d7dc87d2ab6761e6f8a99f25,d9f99eb3df18f9e467169fed610620d2ff7fd93f311ee35f3b65ea8e5ebf354d,92.0,581.0,82.0,4.0,0.7073170731707317,6.024390243902439,2.277482271194458,0.0,0.0,0.0,2.0,1.0,2.0,4.0,0.0,4.0,2.0,3.0,9.0
0,O_ORDER_SHUFFLED,1,resp_08b5db85b43faaae006aa32c64242887d2b28697f8ac88c3b7,82c3db51cdc62c62109f208546daf78b0b42bdaf6e68429795f4702949aa2f36,143.0,837.0,123.0,6.0,0.6666666666666666,5.682926829268292,2.2867565155029297,0.0,0.0,0.0,2.0,3.0,2.0,3.0,0.0,3.0,2.0,5.0,10.0
0,O_ORDER_SHUFFLED,2,resp_0c8e7214691f8081006aa32c643de087d2b9c43f576f65ede6,debeb0c45ec0dcdd288884fe09bcd2f51dd0f2df28842a8f8a4172a9693cc37f,101.0,651.0,90.0,4.0,0.7111111111111111,6.177777777777778,2.152151584625244,0.0,0.0,0.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,4.0,13.0
0,O_ORDER_SHUFFLED,3,resp_0a7a614f9af208ba006aa32c647b5c87d287dc3be640a685da,1cf45a820272da7758580f6e171ef2fea8cc740ca50597f19175e6ce8b382dc4,152.0,944.0,136.0,8.0,0.6470588235294118,5.845588235294118,2.552466630935669,0.0,0.0,0.0,4.0,3.0,3.0,6.0,1.0,6.0,5.0,6.0,17.0
0,M_META_CONTROL_ABLATED,0,resp_0126811063c545a5006aa32c66105887d29cd555a8a318cc17,9423748c8712fa4547f751104e5d8c0484d5340c92cea584f1c3def07f6bf54f,117.0,710.0,103.0,5.0,0.7378640776699029,5.796116504854369,2.910977840423584,0.0,0.0,0.0,2.0,2.0,2.0,6.0,1.0,6.0,3.0,4.0,13.0
0,M_META_CONTROL_ABLATED,1,resp_0117b05d5c2bfe94006aa32c66404887d28076c9e4a7e89ff6,fa02d58c292c4d83f6efb83aafed0ca7e56bf80153931fa8db5cd5ce42a1fc24,85.0,506.0,74.0,4.0,0.7837837837837838,5.77027027027027,2.787738561630249,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,7.0
0,M_META_CONTROL_ABLATED,2,resp_07dbcaf1033555ba006aa32c66606087d283f1346fa685fae9,420c98a1f8f34f911d17b45142e41e1d49b8fe9af4d8a3bf1b04cef99894cab0,106.0,650.0,94.0,5.0,0.6702127659574468,5.851063829787234,2.925022840499878,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,9.0
0,M_META_CONTROL_ABLATED,3,resp_049b3a40a005e620006aa32c6666b887d289fa0caf4900f9d8,20216249864bacf47b1fa256c78fb7d923ba58e66af028d6a1be8bef7a51fea0,101.0,607.0,90.0,4.0,0.7555555555555555,5.688888888888889,2.7409889698028564,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,8.0
0,P_PRESERVATION_ABLATED,0,resp_0a8ba5ee22011c73006aa32c66accc87d280c2e46272cb5094,001448ebc50f4daac52d65c1267345c921f4df925c1f01504d9da6d73baaa8ae,131.0,823.0,117.0,6.0,0.717948717948718,5.957264957264957,3.2781269550323486,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,5.0,11.0
0,P_PRESERVATION_ABLATED,1,resp_0e151bcce190802c006aa32c67049487d2aa151c8c66b1ae3d,91cfb6f0a2e21b11f5e4bae9e7fb213156a0ac6ab36f56bee543a344bea7638e,128.0,801.0,112.0,7.0,0.6964285714285714,6.053571428571429,2.9037973880767822,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,7.0
0,P_PRESERVATION_ABLATED,2,resp_0b83e351dc6d79ba006aa32c67cd4c87d2931963e044cc75dc,e8810fe1fe276a719b72198777fd79e763ccb53d9cb2e788b3df2d50a9113c19,138.0,854.0,123.0,7.0,0.6422764227642277,5.845528455284553,3.6197919845581055,0.0,0.0,0.0,5.0,3.0,2.0,1.0,1.0,1.0,6.0,5.0,12.0
0,P_PRESERVATION_ABLATED,3,resp_079c5463bfa47d4d006aa32c672f3c87d281459988518834cd,4592fdd7efa8839f699706e091bbc427f28ba5d099b635d8cc146d42ac0ddfbf,200.0,1303.0,178.0,9.0,0.7191011235955056,6.219101123595506,3.6125152111053467,1.0,0.0,0.0,4.0,3.0,2.0,3.0,3.0,4.0,7.0,5.0,16.0
0,T_TERMINAL_COUNTERFACTUAL,0,resp_0108dc1a1d129318006aa32c67353c87d29d5c255a69f1ab75,a692c97f9c5947dce5ec0e22fcccd57148115bb190dd628359ea388c3810321c,141.0,800.0,122.0,7.0,0.7131147540983607,5.450819672131147,3.3546109199523926,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,5.0,10.0
0,T_TERMINAL_COUNTERFACTUAL,1,resp_0fa8a691fff2848a006aa32c67e96087d2ba5e29ff001b7e43,6b5d121f95b5a6ff5e9ec5a4d8a343ab4145cf0cc4560dcb5c01f24862be10a6,147.0,892.0,127.0,7.0,0.7480314960629921,5.921259842519685,2.781047821044922,0.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,3.0,3.0,2.0,8.0
0,T_TERMINAL_COUNTERFACTUAL,2,resp_01033a6c34bc40c0006aa32c68f78887d287d80912280c1118,b8ed085d071bf70fe95eee371c2ef3e31213608e3a1c455db14d5feb311694f5,175.0,1039.0,157.0,8.0,0.7070063694267515,5.528662420382165,3.295220375061035,0.0,1.0,0.0,3.0,4.0,1.0,1.0,1.0,2.0,4.0,5.0,11.0
0,T_TERMINAL_COUNTERFACTUAL,3,resp_0bcf0662295ae68c006aa32c6905b087d29557e9fde88cbc17,8d077da350b8376665899abc7107302356008584ca30d11c60507295d23ba442,165.0,1025.0,143.0,8.0,0.7272727272727273,6.055944055944056,3.1895053386688232,1.0,0.0,0.0,4.0,5.0,2.0,2.0,2.0,3.0,6.0,7.0,16.0
0,C_COMPRESSION_ABLATED,0,resp_0d6522d556e7e419006aa32c69229087d2acd3a27b0e61855e,37c6b12cb696819521e8eb9bebddde582727de94d38c2cc3942be7023cc093ec,145.0,920.0,127.0,7.0,0.7637795275590551,6.133858267716535,2.765587329864502,0.0,0.0,0.0,4.0,3.0,1.0,6.0,3.0,6.0,7.0,4.0,17.0
0,C_COMPRESSION_ABLATED,1,resp_0b3300f434fb47c9006aa32c695df087d2ae3f39a8be901e3e,1ffe448cb1b3519c9be78e2820f46dec635c7653f8be372d5c015f9e86d85064,122.0,762.0,106.0,6.0,0.8301886792452831,6.09433962264151,2.345149517059326,0.0,0.0,0.0,4.0,1.0,0.0,5.0,3.0,5.0,7.0,1.0,13.0
0,C_COMPRESSION_ABLATED,2,resp_04c0fdbe7463f2a9006aa32c69b53c87d292c4b8d99006a835,50fc9ef753522983329bb6b581e62f9ec59725d2dc4a872d47de49871dd74ce8,149.0,969.0,130.0,7.0,0.7615384615384615,6.346153846153846,2.4953055381774902,0.0,0.0,0.0,5.0,4.0,0.0,7.0,1.0,7.0,6.0,4.0,17.0
0,C_COMPRESSION_ABLATED,3,resp_0b394cd25f5fb5f6006aa32c69ed5887d2ab6470e0690886fa,d8bc16f2d3c794572d563a525a8996020c27b081bbc47c41f49b5af4ab144358,134.0,849.0,117.0,7.0,0.7863247863247863,6.145299145299146,2.4102234840393066,0.0,0.0,0.0,3.0,1.0,0.0,5.0,2.0,5.0,5.0,1.0,11.0
0,R_RECURSION_CONTROL,0,resp_04daeb2fa8123857006aa32c6a8ab887d2b83f7b92ad22837c,fa00dacaca2228291a412c2636e0ef3551e2a4401a84594edfe3bd4807908f16,243.0,1514.0,212.0,11.0,0.6273584905660378,6.037735849056604,3.845336675643921,0.0,0.0,0.0,3.0,5.0,2.0,2.0,2.0,2.0,5.0,7.0,14.0
0,R_RECURSION_CONTROL,1,resp_087f6186bf0c9ea4006aa32c6ab16087d2858c2c13df28366b,05c86de27cc21e1fa09f45588f5172ddaf740a47a5db1bdb5862db3c4fa66c40,256.0,1519.0,225.0,12.0,0.5777777777777777,5.64,3.9333295822143555,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,3.0,2.0,3.0,8.0
0,R_RECURSION_CONTROL,2,resp_01ae909d2289c7dd006aa32c6ac4e487d2b9e47a9cb70f1fb2,4991fa7544e6cd8051b47c65a9ba7a998b7b665d3b42b59866df41dc6bbca987,134.0,762.0,116.0,5.0,0.6810344827586207,5.4655172413793105,2.9321300983428955,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,3.0,2.0,7.0
0,R_RECURSION_CONTROL,3,resp_01375fe23a83d774006aa32c6b39d487d290a2dfe652a36789,275aab75ba929ed69b0e1b0b5d861546674f03fdbacdc6807a85ee8222eb1b9d,140.0,799.0,119.0,6.0,0.7058823529411765,5.588235294117647,3.763336658477783,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0
0,X_COMPLEXITY_CONTROL,0,resp_093d8d3980a5d8f2006aa32c6b30f087d2b2d1dc71cd7b3ef1,38668828eb5684fa90fe4d5d650e50ffff89ad5012dc087bc690c0b4aa8d8544,226.0,1472.0,193.0,11.0,0.7512953367875648,6.4974093264248705,3.4167497158050537,0.0,0.0,0.0,1.0,4.0,1.0,3.0,1.0,3.0,2.0,5.0,10.0
0,X_COMPLEXITY_CONTROL,1,resp_0f7bf0146802142d006aa32c6ba80487d29d3ebe0e36a089da,4c19c07aa23d78620f77c70b33a947ef0aebff17b4469c5320bc1b5a5feab93a,260.0,1672.0,233.0,12.0,0.648068669527897,6.081545064377682,3.9485394954681396,0.0,0.0,0.0,0.0,4.0,2.0,6.0,1.0,6.0,1.0,6.0,13.0
0,X_COMPLEXITY_CONTROL,2,resp_0fd5ffd59e97f50e006aa32c6be57487d28827e7a81f1ca629,ff9587fb78273241f318fc296136fc7a86d28bea986b29b9624a683d73236de7,260.0,1693.0,229.0,14.0,0.7467248908296943,6.2663755458515285,4.156407594680786,0.0,0.0,1.0,3.0,5.0,2.0,4.0,2.0,5.0,5.0,7.0,17.0
0,X_COMPLEXITY_CONTROL,3,resp_07154a582982abd4006aa32c6c355c87d2a315507721354493,3109377d18b01671bd41b273c15964d2108ecfff1c3ea59f083f25e3e9ec7810,243.0,1517.0,209.0,13.0,0.69377990430622,6.124401913875598,3.4713807106018066,0.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,5.0,3.0,6.0,14.0
0,L_LINEAR_CONTROL,0,resp_04b6f66940d00466006aa32c6c357487d2b2b51afe627c2bd6,2c8ecaa5593d49fae5f72d7fc08c713f1763f7675b2945ffb066f2ac6dfaf275,42.0,229.0,34.0,2.0,0.8235294117647058,5.647058823529412,1.738919973373413,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0
0,L_LINEAR_CONTROL,1,resp_0a8964e12e90e615006aa32c6c459887d29d9941e6403fb106,4929a5742b5845a9feeb79353a1ef22a18484b944b6a1719630fa63fe3877ab9,55.0,326.0,45.0,2.0,0.8444444444444444,6.177777777777778,1.657480239868164,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,5.0
0,L_LINEAR_CONTROL,2,resp_0e3b0d04ee874e0c006aa32c6c55ec87d29e6943899859a632,312fa5e871c98690acc1ebbcfbf544e79e6a67f1d0b478c725b9174d3d9cf82e,67.0,347.0,58.0,3.0,0.8448275862068966,4.913793103448276,1.8748407363891602,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0
0,L_LINEAR_CONTROL,3,resp_00ae267aae3eaf60006aa32c6da66c87d28d5eff8cae225f4c,4b53b9f31005515b852c086356c297134ecff2703f461019f4d80b6e2e629549,51.0,286.0,44.0,2.0,0.8863636363636364,5.454545454545454,1.7504222393035889,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0
0,G_RANDOM_GRAPH_CONTROL,0,resp_020a4283a6e5871a006aa32c6ded2487d285b340130eb460f2,6c09209b39329b2576be79b5b51f7e593c1ce00c2926e5155929d8c0ab173b6d,260.0,1352.0,229.0,10.0,0.5065502183406113,4.790393013100437,4.084485292434692,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,4.0,0.0,7.0
0,G_RANDOM_GRAPH_CONTROL,1,resp_075ab75f6855147a006aa32c6dfb4087d281f29503e6c0869f,3f2c4aa3415dff50c53653a140fba328223b1b57853fd1d4b2719a6d43db2d0c,260.0,1284.0,227.0,14.0,0.5550660792951542,4.524229074889868,3.9215641021728516,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,4.0,0.0,5.0
0,G_RANDOM_GRAPH_CONTROL,2,resp_02f54718d1a5ffd1006aa32c6e10f887d2822498115279a3b5,d4bad4702ec9d397661d6df468d70d30526e4e16eb1bf746d8d59397243b966a,250.0,1295.0,219.0,9.0,0.5753424657534246,4.808219178082192,4.218505859375,2.0,0.0,0.0,2.0,1.0,0.0,5.0,2.0,7.0,4.0,1.0,12.0
0,G_RANDOM_GRAPH_CONTROL,3,resp_0ecae299675fac64006aa32c6e3a6887d29d2a07b021a238bb,4492674d6e2e1c380623bf9bde3b4832433a78f809d7be2642af00f9d6f8b25a,260.0,1364.0,224.0,13.0,0.5848214285714286,4.950892857142857,5.401592254638672,1.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,2.0,3.0,2.0,7.0
0,DM_DIRECTION_META_DAMAGE,0,resp_09a5812ac87b27d9006aa32c6e81ac87d2a7cc5cc810d63ed8,2d24635b5d743059dd288d1819f54f09ac77d15d72d31f66f9fb892daa11ab57,260.0,1609.0,228.0,15.0,0.5964912280701754,5.942982456140351,5.00498628616333,0.0,0.0,0.0,7.0,1.0,2.0,6.0,2.0,6.0,9.0,3.0,18.0
0,DM_DIRECTION_META_DAMAGE,1,resp_03c8bb386bf14578006aa32c6e844c87d29fc5af945ecdf9b8,996c86d1def6c881cbb52eb0cd1ff85cb1ce0a37fa8c012e229ccb963016f581,260.0,1600.0,224.0,12.0,0.5267857142857143,6.017857142857143,5.068453788757324,0.0,1.0,0.0,6.0,1.0,7.0,7.0,3.0,8.0,9.0,8.0,25.0
0,DM_DIRECTION_META_DAMAGE,2,resp_0d82b5f747a1b179006aa32c6e989487d294d6a81a83d05b69,0c6d086b47cdf4e6bb520d1280dede4ccc832c3b11b322134e09d52548dc6abb,234.0,1468.0,199.0,10.0,0.5979899497487438,6.276381909547739,5.022134304046631,0.0,1.0,0.0,6.0,1.0,5.0,4.0,3.0,5.0,9.0,6.0,20.0
0,DM_DIRECTION_META_DAMAGE,3,resp_049192484b61b71b006aa32c6ea92087d28773625a82e215a9,a4e9108d69114f4299cd08941103d921f4b5c2bafb43a4e9ec7272c1d55482c6,209.0,1286.0,186.0,9.0,0.6397849462365591,5.817204301075269,4.268126010894775,0.0,0.0,0.0,5.0,3.0,2.0,4.0,2.0,4.0,7.0,5.0,16.0
0,DP_DIRECTION_PRESERVATION_DAMAGE,0,resp_0dc8caeb44ea5a02006aa32c6f6e5887d2892c7940fe12b704,84909fa66814feeb387522a406bb2666384f7e74801d635814cab973a57b5d47,256.0,1627.0,226.0,12.0,0.6150442477876106,6.097345132743363,4.7570459842681885,0.0,0.0,0.0,2.0,3.0,2.0,1.0,4.0,1.0,6.0,5.0,12.0
0,DP_DIRECTION_PRESERVATION_DAMAGE,1,resp_0d5812d12ba4e63a006aa32c6f9a5087d2829002ed8c13f5c5,76c1936aa15e24372a8b00cff48dfbf8d09cf2b333d312155f95f4714ae14561,182.0,1135.0,158.0,9.0,0.6708860759493671,6.075949367088608,3.425015449523926,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,9.0
0,DP_DIRECTION_PRESERVATION_DAMAGE,2,resp_0f0488a9e077db15006aa32c6fad1c87d29e4310a8de161ed8,cfa4948168ebdfb4bc931c9e8f4882a334d67b917243322bcdd5fac1a4227156,232.0,1438.0,202.0,11.0,0.599009900990099,6.01980198019802,3.860426902770996,0.0,0.0,0.0,5.0,4.0,4.0,3.0,3.0,3.0,8.0,8.0,19.0
0,DP_DIRECTION_PRESERVATION_DAMAGE,3,resp_052ef51abb344fc2006aa32c70191487d2892072cbdfbf315e,c9095310e6905cb6597d5843848cede576152e28f5978008ec9bbb659e175c46,171.0,1108.0,149.0,9.0,0.7315436241610739,6.3355704697986575,3.483180284500122,0.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,10.0
0,OP_ORDER_PRESERVATION_DAMAGE,0,resp_010a9ce047f4e85c006aa32c71dfa487d28f276107ebf81077,7826329a89e0ea5ee5f8955ce5cb031d7e295f7614efe03fb4fdb2baa7842836,150.0,946.0,131.0,7.0,0.7022900763358778,6.114503816793893,2.5993053913116455,0.0,0.0,0.0,4.0,4.0,2.0,3.0,1.0,3.0,5.0,6.0,14.0
0,OP_ORDER_PRESERVATION_DAMAGE,1,resp_007dc4da97244635006aa32c71fe1087d29131be4c6182c35a,f7f89c231a6bc63d4623e9eed24efeb2590d63b5dc6a06ed9d5f4e259b443335,122.0,770.0,109.0,6.0,0.6972477064220184,5.981651376146789,2.465324640274048,0.0,0.0,0.0,5.0,2.0,2.0,5.0,2.0,5.0,7.0,4.0,16.0
0,OP_ORDER_PRESERVATION_DAMAGE,2,resp_077165bb30892b40006aa32c7243c087d2b9d33b520dc2f418,e93f60122ee582d0e409134c2bcb6c0338d449139bae8e53dfc88973262b9004,137.0,824.0,119.0,6.0,0.6638655462184874,5.823529411764706,4.0554115772247314,0.0,0.0,0.0,5.0,3.0,2.0,5.0,1.0,5.0,6.0,5.0,16.0
0,OP_ORDER_PRESERVATION_DAMAGE,3,resp_04804c61c1621f16006aa32c72e54487d2b81ef886d4459e6d,fd23f5080601f3a071713cd36ac57a18a713b40662b63896986b8a4cb500c8e7,207.0,1251.0,179.0,8.0,0.6089385474860335,5.893854748603352,3.3811581134796143,0.0,0.0,0.0,5.0,5.0,3.0,6.0,3.0,6.0,8.0,8.0,22.0
0,PT_PRESERVATION_TERMINAL_DAMAGE,0,resp_02a57a8d7deef33a006aa32c73049c87d29f77b0f3228a3765,3efde703bf47f786e7ccb74c969e301e82c0732d568f27aebe3a9e3c2eaccb9d,148.0,867.0,129.0,8.0,0.6821705426356589,5.596899224806202,2.877511978149414,0.0,0.0,0.0,2.0,2.0,4.0,5.0,1.0,5.0,3.0,6.0,14.0
0,PT_PRESERVATION_TERMINAL_DAMAGE,1,resp_0aa159112c2d2684006aa32c73616887d2a634961999cb7c8e,4f1a25870a30f4efd35024b75181243f979c082b0481b8a850b2a8987487990f,105.0,622.0,90.0,5.0,0.7777777777777778,5.8,2.9839439392089844,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0
0,PT_PRESERVATION_TERMINAL_DAMAGE,2,resp_03d0c4e3527c2785006aa32c738b3c87d2834db12642bbedeb,fe038bb0fc60a9e7769443c917ac2291bdf5a7640350c671304a22515ba13135,72.0,389.0,61.0,3.0,0.7704918032786885,5.295081967213115,2.267549991607666,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0
