RUN_ID,CANONICAL_ID,CANONICAL_NAME,FULL_PATH,FILE_NAME,EXTENSION,SIZE_BYTES,MATCHED_ALIASES,SOURCE_CLUSTER,ROLE_SIGNALS,DISCOVERY_CLASS
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\F1_FINAL_COMPLETE\F1_FINAL_FREEZE\01_FROZEN_EVIDENCE_ARCHIVES\F1_DEV_R5_V12_SPECIFICITY_OPERATOR_COMPLETE.zip,F1_DEV_R5_V12_SPECIFICITY_OPERATOR_COMPLETE.zip,.zip,1081086,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\F1_FINAL_COMPLETE,AUTHORITY,PRIMARY_CANDIDATE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\01_GRAPH_SPECIFICITY\GRAPH_FINGERPRINT_COLLISIONS.csv,GRAPH_FINGERPRINT_COLLISIONS.csv,.csv,427,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR,OTHER,PRIMARY_CANDIDATE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\01_GRAPH_SPECIFICITY\GRAPH_SPECIFICITY_SUMMARY.csv,GRAPH_SPECIFICITY_SUMMARY.csv,.csv,196,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR,RESULT,PRIMARY_CANDIDATE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\01_GRAPH_SPECIFICITY\MATCHED_NONISOMORPHIC_GRAPH_CONTROLS.parquet,MATCHED_NONISOMORPHIC_GRAPH_CONTROLS.parquet,.parquet,117911,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR,OTHER,PRIMARY_CANDIDATE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\02_OPERATOR_SPECIFICITY\ALTERNATIVE_OPERATOR_CONTROLS.parquet,ALTERNATIVE_OPERATOR_CONTROLS.parquet,.parquet,430213,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR,OTHER,PRIMARY_CANDIDATE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\02_OPERATOR_SPECIFICITY\OPERATOR_SIGNATURE_COLLISIONS.csv,OPERATOR_SIGNATURE_COLLISIONS.csv,.csv,362,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR,OTHER,PRIMARY_CANDIDATE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\02_OPERATOR_SPECIFICITY\OPERATOR_SPECIFICITY_SUMMARY.csv,OPERATOR_SPECIFICITY_SUMMARY.csv,.csv,226,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR,RESULT,PRIMARY_CANDIDATE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\03_COMBINED_COLLISION\COMBINED_ADVERSARIAL_CONTROLS.parquet,COMBINED_ADVERSARIAL_CONTROLS.parquet,.parquet,546420,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR,OTHER,PRIMARY_CANDIDATE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\03_COMBINED_COLLISION\COMBINED_SIGNATURE_COLLISIONS.csv,COMBINED_SIGNATURE_COLLISIONS.csv,.csv,362,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR,OTHER,PRIMARY_CANDIDATE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\03_COMBINED_COLLISION\COMBINED_SPECIFICITY_SUMMARY.csv,COMBINED_SPECIFICITY_SUMMARY.csv,.csv,223,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR,RESULT,PRIMARY_CANDIDATE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\04_ADVERSARIAL_NEAREST_CONTROLS\TOP100_NEAREST_COMBINED_CONTROLS.csv,TOP100_NEAREST_COMBINED_CONTROLS.csv,.csv,39032,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR,OTHER,PRIMARY_CANDIDATE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\04_ADVERSARIAL_NEAREST_CONTROLS\TOP100_NEAREST_GRAPH_CONTROLS.csv,TOP100_NEAREST_GRAPH_CONTROLS.csv,.csv,30821,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR,OTHER,PRIMARY_CANDIDATE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\04_ADVERSARIAL_NEAREST_CONTROLS\TOP100_NEAREST_OPERATOR_CONTROLS.csv,TOP100_NEAREST_OPERATOR_CONTROLS.csv,.csv,19392,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR,OTHER,PRIMARY_CANDIDATE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\05_NO_SILENT_OMISSION\NO_SILENT_OMISSION_LEDGER.csv,NO_SILENT_OMISSION_LEDGER.csv,.csv,1408,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR,OTHER,PRIMARY_CANDIDATE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\F1_DEV_R5_COMPLETE.marker,F1_DEV_R5_COMPLETE.marker,.marker,136,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR,AUTHORITY,PRIMARY_CANDIDATE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\F1_DEV_R5_V12_SPECIFICITY_OPERATOR_COMPLETE.zip,F1_DEV_R5_V12_SPECIFICITY_OPERATOR_COMPLETE.zip,.zip,1081086,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR,AUTHORITY,PRIMARY_CANDIDATE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\F1_DEV_R5_V12_SPECIFICITY_OPERATOR_RUNNER.zip,F1_DEV_R5_V12_SPECIFICITY_OPERATOR_RUNNER.zip,.zip,7831,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR,OTHER,PRIMARY_CANDIDATE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\RUN_F1_DEV_R5_V12_SPECIFICITY_OPERATOR.py,RUN_F1_DEV_R5_V12_SPECIFICITY_OPERATOR.py,.py,24155,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR,RUNNER,PRIMARY_CANDIDATE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\RUN_F1_DEV_R5_V12_SPECIFICITY_OPERATOR.ps1,RUN_F1_DEV_R5_V12_SPECIFICITY_OPERATOR.ps1,.ps1,1924,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR,RUNNER,PRIMARY_CANDIDATE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\__pycache__\RUN_F1_DEV_R5_V12_SPECIFICITY_OPERATOR.cpython-313.pyc,RUN_F1_DEV_R5_V12_SPECIFICITY_OPERATOR.cpython-313.pyc,.pyc,36836,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY,OTHER,RUNTIME_OR_LIBRARY
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\00_MANIFEST\AUTHENTIC_V12_FROZEN_SIGNATURE.csv,AUTHENTIC_V12_FROZEN_SIGNATURE.csv,.csv,752,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY,AUTHORITY,COPY_OR_PROVENANCE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\00_MANIFEST\ENVIRONMENT.json,ENVIRONMENT.json,.json,280,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY,OTHER,COPY_OR_PROVENANCE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\00_MANIFEST\FINAL_ZIP_SHA256.txt,FINAL_ZIP_SHA256.txt,.txt,66,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY,AUTHORITY,COPY_OR_PROVENANCE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\00_MANIFEST\OUTPUT_SHA256_MANIFEST.csv,OUTPUT_SHA256_MANIFEST.csv,.csv,2731,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY,RESULT,COPY_OR_PROVENANCE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\00_MANIFEST\PYTHON_RUNNER_SHA256.txt,PYTHON_RUNNER_SHA256.txt,.txt,66,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY,OTHER,COPY_OR_PROVENANCE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\00_MANIFEST\POWERSHELL_RUNNER_SHA256.txt,POWERSHELL_RUNNER_SHA256.txt,.txt,66,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY,OTHER,COPY_OR_PROVENANCE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\00_MANIFEST\R5_SUMMARY.json,R5_SUMMARY.json,.json,1469,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY,RESULT,COPY_OR_PROVENANCE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\00_MANIFEST\R5_SUMMARY.txt,R5_SUMMARY.txt,.txt,533,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY,RESULT,COPY_OR_PROVENANCE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\01_GRAPH_SPECIFICITY\GRAPH_FINGERPRINT_COLLISIONS.csv,GRAPH_FINGERPRINT_COLLISIONS.csv,.csv,427,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY,OTHER,COPY_OR_PROVENANCE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\01_GRAPH_SPECIFICITY\GRAPH_SPECIFICITY_SUMMARY.csv,GRAPH_SPECIFICITY_SUMMARY.csv,.csv,196,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY,RESULT,COPY_OR_PROVENANCE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\01_GRAPH_SPECIFICITY\MATCHED_NONISOMORPHIC_GRAPH_CONTROLS.parquet,MATCHED_NONISOMORPHIC_GRAPH_CONTROLS.parquet,.parquet,117911,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY,OTHER,COPY_OR_PROVENANCE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\02_OPERATOR_SPECIFICITY\ALTERNATIVE_OPERATOR_CONTROLS.parquet,ALTERNATIVE_OPERATOR_CONTROLS.parquet,.parquet,430213,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY,OTHER,COPY_OR_PROVENANCE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\02_OPERATOR_SPECIFICITY\OPERATOR_SIGNATURE_COLLISIONS.csv,OPERATOR_SIGNATURE_COLLISIONS.csv,.csv,362,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY,OTHER,COPY_OR_PROVENANCE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\02_OPERATOR_SPECIFICITY\OPERATOR_SPECIFICITY_SUMMARY.csv,OPERATOR_SPECIFICITY_SUMMARY.csv,.csv,226,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY,RESULT,COPY_OR_PROVENANCE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\03_COMBINED_COLLISION\COMBINED_ADVERSARIAL_CONTROLS.parquet,COMBINED_ADVERSARIAL_CONTROLS.parquet,.parquet,546420,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY,OTHER,COPY_OR_PROVENANCE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\03_COMBINED_COLLISION\COMBINED_SIGNATURE_COLLISIONS.csv,COMBINED_SIGNATURE_COLLISIONS.csv,.csv,362,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY,OTHER,COPY_OR_PROVENANCE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\03_COMBINED_COLLISION\COMBINED_SPECIFICITY_SUMMARY.csv,COMBINED_SPECIFICITY_SUMMARY.csv,.csv,223,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY,RESULT,COPY_OR_PROVENANCE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\04_ADVERSARIAL_NEAREST_CONTROLS\TOP100_NEAREST_COMBINED_CONTROLS.csv,TOP100_NEAREST_COMBINED_CONTROLS.csv,.csv,39032,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY,OTHER,COPY_OR_PROVENANCE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\04_ADVERSARIAL_NEAREST_CONTROLS\TOP100_NEAREST_GRAPH_CONTROLS.csv,TOP100_NEAREST_GRAPH_CONTROLS.csv,.csv,30821,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY,OTHER,COPY_OR_PROVENANCE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\04_ADVERSARIAL_NEAREST_CONTROLS\TOP100_NEAREST_OPERATOR_CONTROLS.csv,TOP100_NEAREST_OPERATOR_CONTROLS.csv,.csv,19392,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY,OTHER,COPY_OR_PROVENANCE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\05_NO_SILENT_OMISSION\NO_SILENT_OMISSION_LEDGER.csv,NO_SILENT_OMISSION_LEDGER.csv,.csv,1408,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY,OTHER,COPY_OR_PROVENANCE
RUN-008,CAN-F1-R5,F1 Development R5 - V12 Specificity Operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\F1_DEV_R5_COMPLETE.marker,F1_DEV_R5_COMPLETE.marker,.marker,136,f1_dev_r5_v12_specificity_operator|r5_v12_specificity_operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY,AUTHORITY,COPY_OR_PROVENANCE
