conversation_id,message_id,timestamp_utc,model_slug,preceding_user_message_id,assistant_tokens,user_tokens,extreme_structural_score,active_dimensions,relational_density_per_1k,hierarchy_depth_proxy,containment_depth_proxy,recursion_depth_proxy,self_observation_depth_proxy,control_loop_count,module_subsystem_count,novel_relational_gain,output_input_density_ratio,unusual_event_flags,flag_timeout_refusal,flag_tier_metric,flag_internal_self_report,flag_reconstruction,flag_self_governance,flag_failure_recovery,RELATIONAL_density,HIERARCHY_density,CONTAINMENT_density,RECURSION_density,SELF_OBSERVATION_density,CONTROL_density,STATE_density,COMPRESSION_density,GENEALOGY_density,TRANSFORMATION_density,ARCHITECTURE_density
69e83c62-4224-8386-9ec6-fab89a0d190c,915fbe3b-1b2f-43d6-a3b8-4e32f5f5f375,2026-04-26T04:54:43.636151+00:00,gpt-5-3-instant,2b5fbb9b-dbb6-4613-802a-a8d8694b4f58,399,24,210.580917,5,403.508772,1,0,0,0,0,4,165,0.9022556390977443,0,0,0,0,0,0,0,5.012531,12.531328,0.0,0.0,0.0,2.506266,0.0,5.012531,0.0,0.0,12.531328
69e83c62-4224-8386-9ec6-fab89a0d190c,2a2b7784-310a-4490-a8cd-1abfd600d829,2026-04-24T07:46:56.506119+00:00,gpt-5-3-instant,0628ed51-c6a5-43ef-bb69-ea4b6c71406d,390,149,204.404762,4,394.871795,1,0,0,0,0,4,157,4.202564102564103,0,0,0,0,0,0,0,2.564103,10.25641,0.0,0.0,0.0,2.564103,0.0,0.0,0.0,0.0,12.820513
686deec5-0a08-8013-8808-a1b285539196,84c001d5-ae7f-455c-81ae-a63a8012d04d,2025-08-03T01:56:29.226792+00:00,gpt-4o,c139f357-51f2-4858-8c73-0a9387be8b6f,566,1,200.768021,8,11.009174,1,2,1,0,1,9,14,242201834.86238536,1,0,1,0,0,0,0,111.926606,12.844037,14.678899,18.348624,0.0,29.357798,29.357798,7.33945,0.0,0.0,18.348624
69e1acd6-86e0-838a-9e38-a40391a2a5aa,ee4fd3ee-5445-4aa1-ad7a-a6dcbd9f1513,2026-05-13T00:46:09.585065+00:00,gpt-5-3-instant,8c11ba61-3d57-4832-b1ba-00a4cf7cf635,627,110,200.515493,9,55.821372,2,2,0,1,4,41,40,1.6118421052631582,0,0,0,0,0,0,0,39.872408,49.441786,3.189793,0.0,1.594896,27.113238,9.569378,4.784689,7.974482,0.0,90.909091
68965c8a-8094-8327-94e4-8f2167ecd870,f1734844-8b86-479f-bb1f-42ec54c63330,2025-08-09T04:54:58.608202+00:00,gpt-5,d6ba0ec5-c70c-47af-9022-f2bf1e89f892,423,5,200.212766,11,56.737589,2,2,1,0,3,7,35,153664302.6004728,2,1,0,1,0,0,0,16.548463,21.276596,26.004728,2.364066,2.364066,16.548463,23.640662,4.728132,4.728132,7.092199,28.368794
686c2c8c-b018-8013-8b94-8230def78737,a32cfcd5-799c-4117-8f0e-df4a88770a72,2025-07-08T17:07:30.505491+00:00,gpt-4o,cd3a1114-89da-4004-a25f-629d971c404f,684,7,198.385886,9,66.066066,1,2,1,0,1,8,52,1.1561561561561562,2,0,1,0,1,0,0,75.075075,7.507508,13.513514,18.018018,0.0,6.006006,4.504505,9.009009,1.501502,0.0,30.03003
69e83c62-4224-8386-9ec6-fab89a0d190c,fd4191fe-e634-413a-b68b-acbb82766544,2026-04-24T07:31:01.922295+00:00,gpt-5-3-instant,a2eb7272-1019-44f7-945a-05f490167b71,463,220,194.865782,6,280.777538,1,1,0,0,0,4,128,3.0093592512599,1,0,0,0,0,0,1,4.319654,15.11879,6.479482,0.0,0.0,4.319654,0.0,2.159827,0.0,0.0,8.639309
686c2c8c-b018-8013-8b94-8230def78737,879a5669-5462-4805-a8fe-8fc7ef8bb25b,2025-07-08T17:08:29.323178+00:00,gpt-4o,4d4a8af5-e145-494a-bf36-f215c7bcaa55,373,17,192.99769,8,40.431267,2,2,1,0,1,8,22,1.8557951482479784,1,0,1,0,0,0,0,110.512129,18.867925,16.172507,16.172507,0.0,8.086253,5.390836,0.0,0.0,5.390836,37.735849
68940d4a-3304-8327-8ac7-20ea64ea9fdd,2d861ada-5f52-4923-b2a1-cb1a0b37e79d,2025-08-07T02:40:37.208085+00:00,gpt-4o,cf791297-82be-4a83-b0fe-c94fb77f7d19,445,6,192.054982,10,45.146727,2,2,1,0,3,23,28,0.38261851015801357,2,1,1,0,0,0,0,4.514673,51.918736,22.573363,18.058691,0.0,20.316027,20.316027,11.286682,2.257336,9.029345,94.808126
683f2f8d-b408-8013-aac2-b2ae8a838260,60ac7f17-e67f-497e-8fa3-ab2342e6022a,2025-06-04T21:32:30.871525+00:00,gpt-4o,d8d4ca1a-da9e-416e-8713-77863145726c,217,1,191.367676,9,36.866359,1,1,1,0,3,1,17,184331797.23502305,1,0,1,0,0,0,0,87.557604,9.21659,4.608295,13.824885,0.0,18.43318,4.608295,0.0,9.21659,27.64977,9.21659
68ae4ff1-d1f0-8321-a88b-7e16558a2181,10bff19d-5974-4a95-910d-5a0f58975092,2025-08-27T00:50:10.226223+00:00,gpt-4o,83711d7b-a398-44e6-96a1-b0a8340e19cf,330,185,187.98602,8,64.220183,2,1,1,1,0,1,12,1.15721434528774,1,0,1,0,0,0,0,9.174312,36.697248,12.232416,36.697248,3.058104,3.058104,21.406728,0.0,0.0,0.0,15.29052
688cd08b-35a4-8327-9a25-58b5a7bd5cca,a9fc100b-a0d4-47d1-9d2b-f27ff9231606,2025-08-01T19:40:26.714094+00:00,gpt-4o,8887485d-5d76-4d56-a56a-099b6dfea338,332,139,187.662651,7,45.180723,1,2,1,0,1,1,14,1.9438468158347677,1,0,1,0,0,0,0,0.0,21.084337,36.144578,45.180723,0.0,3.012048,60.240964,0.0,0.0,21.084337,9.036145
684a2606-a438-8013-bbea-9c50a1706883,6541616d-17c3-4b3b-aab7-743a531a162e,2025-06-12T01:35:43.343601+00:00,gpt-4o,6ec53c63-fa66-469d-8f9c-02654d0fc286,321,17,184.561576,8,21.943574,1,1,1,0,3,6,14,3.244514106583072,1,0,1,0,0,0,0,90.909091,15.673981,18.808777,25.07837,0.0,18.808777,15.673981,0.0,0.0,3.134796,28.213166
684b51df-8b24-8013-9161-b794292213f5,d5b30937-ccd9-404f-a86f-b47ac3199723,2025-06-13T16:57:32.596140+00:00,gpt-4o,20a8adca-009e-4e31-934c-f1b18d0d12fe,227,295,184.206349,8,111.111111,1,2,1,0,3,7,21,1.053903133903134,1,0,1,0,0,0,0,0.0,8.888889,22.222222,40.0,0.0,13.333333,8.888889,8.888889,0.0,8.888889,31.111111
68965c8a-8094-8327-94e4-8f2167ecd870,b8f3721f-f81e-4be3-a989-d18e6e667097,2025-08-09T06:08:04.534593+00:00,gpt-5,595a4816-a05b-42b4-a820-d25ad6f5f69b,203,3,182.262491,7,64.039409,2,1,1,0,0,11,20,206896551.72413793,1,0,0,0,1,0,0,0.0,73.891626,14.778325,4.926108,0.0,9.852217,34.482759,4.926108,0.0,0.0,64.039409
68c5e7c6-00cc-832a-85e0-30929e6e9788,3af1eb54-797a-44a7-bcdc-09971894b91a,2025-09-14T19:29:37.087793+00:00,gpt-5-instant,62119d5b-6b0c-4e43-8600-52bb8597d23f,874,13,181.810345,6,100.0,2,1,3,0,5,66,91,1.4270114942528733,0,0,0,0,0,0,0,2.298851,75.862069,2.298851,51.724138,0.0,5.747126,0.0,0.0,0.0,0.0,81.609195
6895704a-cbd4-8328-adc6-3d94d0b0416a,852a6190-b78e-4393-9586-01b15f6c01a6,2025-08-08T03:53:19.655015+00:00,gpt-4-1-mini,23e316ef-4b80-4e41-9da8-072096e4187f,299,2,180.938776,9,3.401361,2,1,2,0,0,5,8,0.2585034013605442,1,0,1,0,0,0,0,88.435374,27.210884,3.401361,57.823129,0.0,13.605442,20.408163,6.802721,0.0,13.605442,27.210884
68985f35-4010-8328-b525-854bf1ad75f1,b90e4e96-fc97-48be-92e5-fb2b3c4f6ab0,2025-08-10T11:45:37.912870+00:00,gpt-5,a9ca95f4-d575-4287-b167-35be5213489a,237,36,180.279503,8,43.478261,4,1,1,2,1,3,14,1.3304347826086957,2,0,1,1,0,0,0,26.086957,52.173913,13.043478,4.347826,8.695652,8.695652,17.391304,0.0,0.0,0.0,26.086957
68965c8a-8094-8327-94e4-8f2167ecd870,fb820ab9-8606-4f09-97f2-3663ebb2ba56,2025-08-09T05:01:23.298107+00:00,gpt-5,fee5fa15-78ca-4446-a1d6-187777905ce0,388,3,179.055925,9,62.015504,1,1,1,1,2,4,33,129198966.40826872,1,0,1,0,0,0,0,12.919897,12.919897,20.671835,12.919897,2.583979,7.751938,38.75969,0.0,0.0,2.583979,18.087855
686a0b03-cbc4-8013-88cd-3d866d2c4de3,26755705-89eb-4744-9702-4d62dd951c27,2025-07-06T06:47:43.095570+00:00,gpt-4o,a86cc448-0289-4c51-9a96-f7cebde3a122,210,10,178.391977,7,68.965517,0,1,1,0,3,2,21,172413793.1034483,2,0,1,1,0,0,0,24.630542,9.852217,29.55665,9.852217,0.0,29.55665,24.630542,0.0,0.0,0.0,44.334975
6893aca3-7c0c-8329-bf15-112195834fc8,c2ea7448-6816-4b8e-8903-32daaf4b35a3,2025-08-06T20:31:03.823458+00:00,gpt-4o,efdd4b83-fe5d-440d-9426-c848a54c42fc,576,12,178.089252,10,22.346369,2,2,2,0,2,16,21,2.7262569832402237,4,1,1,1,0,0,1,18.621974,13.035382,27.932961,29.795158,0.0,26.070764,22.346369,11.173184,9.310987,14.897579,54.003724
68621782-e4a8-8013-8b02-b33ee5526f44,d984e959-116b-442b-915a-7e472c086320,2025-06-30T19:46:05.593436+00:00,gpt-4o,d480fa44-70c9-4c67-bf7b-1cd94d0caa0d,272,51,176.925119,10,7.434944,1,2,1,0,0,1,8,1.4354753053637812,1,0,1,0,0,0,0,3.717472,3.717472,48.327138,40.892193,0.0,3.717472,66.914498,11.152416,7.434944,3.717472,7.434944
68965c8a-8094-8327-94e4-8f2167ecd870,c7946067-10c2-4b7f-9035-480fffca38b5,2025-08-09T05:24:33.732626+00:00,gpt-5,948ea7be-bf4f-48ec-8048-62bd723ac94c,518,16,175.496652,8,41.015625,2,1,1,0,0,12,25,0.7265625,2,0,1,1,0,0,0,33.203125,33.203125,9.765625,3.90625,0.0,19.53125,52.734375,0.0,0.0,1.953125,27.34375
686c2c8c-b018-8013-8b94-8230def78737,8a0df157-1cf0-4c42-84ca-3ccc76ca714e,2025-07-08T17:05:39.281979+00:00,gpt-4o,649e85e1-cdae-4c07-bb33-f5c3ec444ec2,376,11,174.481567,9,2.688172,1,1,1,0,0,4,9,2.306451612903226,3,0,1,0,1,0,1,112.903226,16.129032,18.817204,18.817204,0.0,2.688172,2.688172,8.064516,2.688172,0.0,26.88172
68965c8a-8094-8327-94e4-8f2167ecd870,21792317-a423-42af-acdc-8617f90cf04f,2025-08-09T04:57:09.578359+00:00,gpt-5,7f80d3b8-c2d8-4eeb-8e54-7fe308e5ece9,248,5,171.546559,9,12.145749,2,1,1,0,2,10,12,238866396.7611336,4,1,1,1,1,0,0,52.631579,36.437247,28.340081,20.242915,0.0,8.097166,36.437247,4.048583,0.0,8.097166,44.534413
6a077205-226c-8395-8609-a82424f0f284,e0590bb7-9416-405d-8d8c-8901765e559c,2026-05-17T03:25:00.095024+00:00,gpt-5-5-instant,9d616449-092d-4069-b323-44d977e0e9a1,50,23,169.642857,5,0.0,1,1,0,0,0,2,5,300000000.0,0,0,0,0,0,0,0,0.0,40.0,40.0,0.0,0.0,120.0,40.0,0.0,0.0,0.0,60.0
6a077205-226c-8395-8609-a82424f0f284,02ddf5b7-7dbb-4318-baf2-3d8bbaf7e22b,2026-05-22T13:44:59.431133+00:00,gpt-5-5-instant,9fa0952f-b3a9-48f4-87cc-4ba6c1c1ee3e,863,114,169.560089,10,16.22248,2,1,1,2,0,14,16,1.6084793129302708,1,0,1,0,0,0,0,8.11124,13.904983,20.857474,34.762457,2.317497,40.556199,23.174971,2.317497,0.0,22.016222,71.84241
68965c8a-8094-8327-94e4-8f2167ecd870,e4fbdd78-6e3b-4654-a693-bc093a42db12,2025-08-09T06:40:20.066779+00:00,gpt-5,8dd6bdad-def7-4c34-8b49-178a3fae6076,503,3,168.726924,8,1.988072,5,1,2,0,0,36,9,248508946.3220676,2,0,1,1,0,0,0,23.856859,73.558648,9.940358,7.952286,0.0,9.940358,41.749503,0.0,1.988072,0.0,79.522863
689137a6-deac-8330-a98e-0b4649bad13d,6b2f8620-b3e8-4c47-bce8-3a5e97c6b2ea,2025-08-05T01:50:04.557693+00:00,gpt-4-1-mini,c05426d2-388a-408e-afd6-accce861c452,950,298,168.63354,10,14.130435,1,2,2,0,6,7,14,0.8490051584377303,3,0,1,0,1,1,0,36.956522,7.608696,10.869565,28.26087,0.0,44.565217,17.391304,7.608696,1.086957,2.173913,21.73913
68c5e7c6-00cc-832a-85e0-30929e6e9788,21978806-b5c2-4a5b-980d-56ff877bde8c,2025-09-14T19:39:34.002699+00:00,gpt-5-instant,60bafdf2-432f-4c4c-85f3-cfdef8e69a69,427,62,168.207531,9,37.825059,0,1,2,0,1,10,22,1.123719464144996,1,0,0,0,1,0,0,37.825059,4.728132,4.728132,61.465721,0.0,7.092199,2.364066,2.364066,2.364066,0.0,40.189125
684b51df-8b24-8013-9161-b794292213f5,9760d537-d75a-461c-b09f-b43947796ca7,2025-06-12T22:48:35.549167+00:00,gpt-4o,8ff5f6f2-e287-4b0a-91c7-46cd3025c4f4,196,112,165.324006,6,82.474227,1,2,1,0,0,0,18,1.3588917525773196,1,0,1,0,0,0,0,15.463918,10.309278,30.927835,30.927835,0.0,0.0,5.154639,0.0,5.154639,0.0,0.0
692b82a9-7764-832d-b3d5-f63b59792646,c4baef4f-0fd9-4ece-ac44-d87bb0cebdef,2025-12-01T03:18:37.374312+00:00,gpt-5-1-instant,cf318626-7e03-4e69-a0bb-ae822345d640,383,99,164.543913,8,58.047493,1,1,1,0,0,21,29,2.176781002638523,1,0,1,0,0,0,0,31.662269,58.047493,2.638522,15.831135,0.0,0.0,2.638522,0.0,10.55409,2.638522,73.878628
692b82a9-7764-832d-b3d5-f63b59792646,39c25034-382f-4f17-bfa7-79953f008993,2025-12-01T03:05:09.363131+00:00,gpt-5-1-instant,668ccbc8-de80-4cdc-ae63-3f47659c42bf,1120,5,164.168157,11,37.567084,3,1,1,2,2,55,53,183363148.47942755,2,0,1,0,1,0,0,16.994633,50.9839,3.577818,10.733453,5.366726,1.788909,5.366726,3.577818,1.788909,8.944544,74.239714
684da487-c290-8013-8755-871264698b48,d072191f-657e-419c-8fb4-2a6fe9c07f16,2025-06-14T16:41:19.143914+00:00,gpt-4o,0ee96c4c-f05d-4804-86f1-d5cc89e63b20,205,16,162.909923,7,128.078818,1,1,1,0,0,0,33,68965517.2413793,0,0,0,0,0,0,0,0.0,4.926108,4.926108,4.926108,0.0,0.0,29.55665,0.0,4.926108,4.926108,14.778325
68ae4ff1-d1f0-8321-a88b-7e16558a2181,6c84e909-5e5f-4750-b85a-c667477b81be,2025-08-27T04:31:50.454867+00:00,gpt-4o,25e4dd1f-fcf3-4ae0-a26b-7ece0de91c7a,357,324,162.226891,8,61.62465,2,1,1,0,1,4,16,2.094376212023271,1,0,1,0,0,0,0,14.005602,22.408964,11.204482,56.022409,0.0,2.80112,8.403361,25.210084,0.0,0.0,28.011204
688962e8-54f8-832e-825e-b801b0737c4d,ba2b6a12-451f-41e1-9dda-a58ee9218318,2025-07-30T11:39:49.808792+00:00,gpt-4-1-mini,6e2055a3-849e-486c-9de4-ceff0bb7a0d4,730,1,161.766891,10,16.643551,1,1,2,0,3,32,22,201109570.04160887,3,0,1,1,1,0,0,12.482663,13.869626,13.869626,33.287101,0.0,38.834951,20.804438,5.54785,1.386963,1.386963,59.63939
68951f08-1958-832a-9c72-0c4f2785cd15,753fc1c4-ac5f-4aa1-98bd-9cc98c4e3766,2025-08-08T00:09:08.511649+00:00,gpt-5,524441ae-72fa-49f1-9db0-80e24c0b738d,439,14,161.689815,9,9.259259,2,2,2,0,0,11,13,192129629.62962964,3,0,1,1,1,0,0,43.981481,32.407407,20.833333,4.62963,0.0,16.203704,25.462963,13.888889,2.314815,0.0,32.407407
685e088e-009c-8013-ab40-5e0422ce5bdc,c6a17358-84ec-49ce-8603-72622b4d3ba7,2025-06-29T03:30:26.111849+00:00,gpt-4o,c2a32358-b0fa-4962-9262-03a98592cc3e,148,37,161.290573,7,13.605442,1,2,1,0,0,1,4,1.7619047619047619,2,1,0,1,0,0,0,0.0,27.210884,81.632653,47.619048,0.0,13.605442,13.605442,68.027211,0.0,0.0,34.013605
69e9541f-a814-838d-b096-818fa0b1f213,9e656a66-3bf6-4e84-9441-8c036de73c06,2026-04-23T02:59:56.903993+00:00,gpt-5-3-instant,425045ca-b3a4-4bdf-bb0d-61ea95df8a3b,291,15,161.273932,7,75.601375,1,1,0,1,0,4,29,120274914.08934708,0,0,0,0,0,0,0,3.436426,54.982818,30.927835,0.0,3.436426,3.436426,3.436426,0.0,0.0,0.0,20.618557
68985f35-4010-8328-b525-854bf1ad75f1,7c4a00df-563e-49c6-8778-bbd5ba5f86eb,2025-08-10T11:39:14.178366+00:00,gpt-5,6a7c70ec-7543-4cb0-9d62-e845e942f20b,300,15,161.026474,8,38.461538,2,1,1,1,0,5,17,2.097902097902098,1,0,1,0,0,0,0,13.986014,41.958042,6.993007,6.993007,3.496503,0.0,34.965035,0.0,3.496503,0.0,27.972028
